,installer_id,Year_month,quotes_count,winning_quotes_count
2368,20457,201709,75,2
2369,20457,201710,60,
2370,20457,201711,46,
2371,20457,201712,39,2
2372,20457,201801,54,1
2373,20457,201802,81,
2374,20457,201803,62,1
2375,20507,201401,4,
2376,20507,201402,1,
2377,20507,201403,5,
2378,20507,201404,10,
2379,20507,201405,4,
2380,20507,201406,1,
2381,20507,201407,5,
2382,20507,201409,2,
2383,20507,201412,2,
2384,20507,201501,1,
2385,20507,201502,5,
2386,20507,201504,7,
2387,20507,201505,6,
2388,20507,201506,10,
2389,20507,201507,22,
2390,20507,201508,8,
2391,20507,201509,8,
2392,20507,201510,13,1
2393,20507,201511,5,
2394,20507,201512,14,
2395,20507,201601,12,
2396,20507,201602,15,1
2397,20507,201603,16,
2398,20511,201312,1,
2399,20511,201403,1,
2400,20511,201502,1,
2401,20511,201504,1,
2402,20511,201507,2,
2403,20511,201602,5,
2404,20511,201603,14,
2405,20511,201604,10,
2406,20511,201605,13,
2407,20511,201606,30,
2408,20511,201607,100,
2409,20511,201608,34,1
2410,20511,201609,29,
2411,20511,201610,19,
2412,20511,201611,19,
2413,20511,201612,11,2
2414,20511,201701,10,
2415,20511,201702,15,
2416,20511,201703,5,
2417,20511,201704,5,
2418,20511,201705,11,
2419,20511,201706,2,
2420,20511,201707,5,
2421,20511,201708,1,
2422,20511,201709,2,
2423,20511,201710,16,
2424,20511,201711,7,
2425,20511,201712,3,
2426,20511,201801,9,
2427,20511,201802,2,1
2428,20511,201803,4,
2429,20520,201401,4,
2430,20520,201402,1,
2431,20520,201403,1,
2432,20520,201404,1,
2433,20520,201405,1,
2434,20520,201406,3,
2435,20520,201409,1,
2436,20520,201502,1,
2437,20520,201503,2,
2438,20520,201505,1,
2439,20520,201506,1,
2440,20520,201507,2,
2441,20520,201511,2,
2442,20520,201512,1,
2443,20520,201604,1,
2444,20520,201611,27,
2445,20520,201612,12,
2446,20520,201701,10,
2447,20520,201702,19,
2448,20520,201703,17,
2449,20520,201704,22,
2450,20520,201705,2,
2451,20520,201706,2,
2452,20520,201709,2,
2453,20520,201710,52,
2454,20520,201711,12,
2455,20520,201712,1,
2456,20532,201403,3,
2457,20532,201404,11,1
2458,20532,201405,1,
2459,20532,201406,3,1
2460,20532,201407,1,
2461,20532,201502,4,
2462,20532,201503,4,
2463,20538,201403,2,
2464,20538,201507,1,
2465,20538,201609,9,1
2466,20538,201701,1,
2467,20538,201705,1,1
2468,20538,201706,11,
2469,20538,201707,21,1
2470,20538,201708,37,
2471,20538,201709,5,1
2472,20538,201710,27,
2473,20538,201711,10,
2474,20538,201712,18,1
2475,20538,201801,93,
2476,20538,201802,81,1
2477,20545,201405,1,
2478,20545,201406,2,
2479,20545,201407,1,
2480,20545,201501,1,
2481,20545,201504,1,
2482,20545,201505,1,
2483,20545,201506,7,
2484,20545,201507,4,
2485,20545,201508,7,
2486,20545,201509,9,
2487,20545,201510,3,1
2488,20545,201511,2,
2489,20545,201512,5,1
2490,20545,201601,3,1
2491,20545,201602,6,
2492,20545,201603,10,2
2493,20545,201604,10,
2494,20545,201605,13,
2495,20545,201606,24,
2496,20545,201607,67,
2497,20545,201608,25,1
2498,20545,201609,17,1
2499,20545,201610,7,1
2500,20545,201611,38,
2501,20545,201612,2,1
2502,20545,201701,28,
2503,20545,201702,33,
2504,20545,201703,35,
2505,20545,201704,39,
2506,20545,201705,53,
2507,20545,201706,14,1
2508,20545,201707,11,1
2509,20545,201708,86,1
2510,20545,201709,39,3
2511,20545,201710,77,
2512,20545,201711,62,1
2513,20545,201712,52,
2514,20545,201801,70,1
2515,20545,201802,59,
2516,20545,201803,65,1
2517,20545,201804,18,
2518,20552,201405,2,
2519,20552,201406,1,
2520,20552,201407,3,
2521,20552,201408,3,
2522,20552,201409,1,
2523,20552,201501,2,
2524,20552,201503,4,
2525,20552,201504,1,
2526,20552,201505,1,
2527,20552,201507,4,
2528,20552,201508,7,
2529,20552,201509,14,
2530,20552,201510,11,
2531,20552,201511,15,
2532,20552,201512,10,
2533,20552,201601,20,
2534,20552,201602,27,
2535,20552,201603,28,1
2536,20552,201604,32,
2537,20552,201605,25,1
2538,20552,201606,46,1
2539,20552,201607,165,1
2540,20552,201608,91,1
2541,20552,201609,46,1
2542,20552,201610,40,
2543,20552,201611,30,1
2544,20552,201612,29,1
2545,20552,201701,38,
2546,20552,201702,20,
2547,20552,201703,38,
2548,20552,201704,24,
2549,20552,201705,36,
2550,20552,201706,40,
2551,20552,201707,28,
2552,20562,201612,12,
2553,20562,201701,35,2
2554,20562,201702,55,
2555,20562,201703,61,2
2556,20562,201704,54,4
2557,20562,201705,59,1
2558,20562,201706,81,
2559,20562,201707,109,3
2560,20562,201708,147,
2561,20562,201709,150,5
2562,20562,201710,162,5
2563,20562,201711,101,3
2564,20562,201712,75,3
2565,20562,201801,97,3
2566,20562,201802,130,1
2567,20562,201803,157,2
2568,20562,201804,51,1
2569,20573,201402,2,
2570,20573,201403,4,
2571,20573,201404,10,
2572,20573,201405,1,2
2573,20573,201406,2,
2574,20573,201407,14,1
2575,20573,201408,6,
2576,20573,201409,7,
2577,20573,201410,9,1
2578,20573,201411,1,1
2579,20573,201412,4,
2580,20573,201501,7,1
2581,20573,201502,9,
2582,20573,201503,4,
2583,20573,201504,7,
2584,20573,201505,9,
2585,20573,201506,5,
2586,20573,201507,11,
2587,20573,201508,4,1
2588,20573,201509,13,
2589,20573,201510,15,
2590,20573,201511,10,
2591,20573,201512,5,
2592,20573,201602,7,
2593,20573,201603,10,
2594,20573,201604,1,
2595,20573,201606,37,
2596,20573,201607,9,
2597,20573,201609,1,1
2598,20573,201611,92,
2599,20573,201612,29,
2600,20573,201701,28,
2601,20573,201702,10,
2602,20573,201704,5,
2603,20573,201705,3,
2604,20573,201710,35,
2605,20573,201711,42,1
2606,20573,201712,44,1
2607,20573,201801,84,1
2608,20573,201802,231,1
2609,20573,201803,207,2
2610,20573,201804,53,
2611,20574,201403,2,
2612,20574,201404,1,
2613,20574,201405,1,
2614,20574,201505,6,
2615,20574,201511,1,
2616,20574,201602,1,1
2617,20574,201603,4,
2618,20574,201604,2,
2619,20574,201605,3,
2620,20574,201606,42,
2621,20574,201607,36,
2622,20574,201608,13,
2623,20574,201609,3,
2624,20574,201701,1,
2625,20574,201703,2,
2626,20574,201712,1,
2627,20583,201605,5,
2628,20583,201801,3,
2629,20587,201410,11,1
2630,20587,201411,5,
2631,20587,201412,10,
2632,20587,201501,11,1
2633,20587,201502,7,
2634,20587,201506,3,
2635,20587,201507,1,1
2636,20587,201508,8,1
2637,20587,201509,10,
2638,20587,201510,27,
2639,20587,201511,32,
2640,20587,201512,22,1
2641,20587,201601,23,
2642,20587,201602,33,
2643,20587,201603,27,
2644,20587,201604,27,
2645,20587,201605,28,
2646,20587,201606,56,
2647,20587,201607,232,
2648,20587,201608,107,3
2649,20587,201609,66,1
2650,20587,201610,93,1
2651,20587,201611,97,1
2652,20587,201612,63,2
2653,20587,201701,74,1
2654,20587,201702,94,1
2655,20587,201703,92,2
2656,20587,201704,89,
2657,20587,201705,126,1
2658,20587,201706,138,
2659,20587,201707,135,1
2660,20587,201708,177,2
2661,20587,201709,126,
2662,20587,201710,58,
2663,20587,201711,4,1
2664,20592,201405,13,
2665,20592,201406,11,
2666,20592,201407,9,1
2667,20592,201408,2,
2668,20592,201409,23,1
2669,20592,201410,14,3
2670,20592,201411,2,2
2671,20592,201412,6,2
2672,20592,201501,15,
2673,20592,201502,5,
2674,20592,201505,5,
2675,20592,201506,9,
2676,20592,201507,5,
2677,20592,201511,12,
2678,20592,201512,7,
2679,20592,201601,61,
2680,20594,201404,8,
2681,20594,201405,8,
2682,20594,201406,8,
2683,20594,201408,4,
2684,20594,201409,1,
2685,20594,201504,3,
2686,20594,201505,2,
2687,20594,201506,33,
2688,20594,201507,83,
2689,20594,201508,54,
2690,20594,201509,83,
2691,20594,201510,72,
2692,20594,201606,18,
2693,20594,201607,32,
2694,20594,201608,38,
2695,20594,201609,161,
2696,20594,201610,208,1
2697,20594,201611,71,1
2698,20594,201612,36,1
2699,20594,201701,13,
2700,20594,201702,7,
2701,20594,201703,56,
2702,20596,201404,4,
2703,20596,201405,3,
2704,20596,201406,2,
2705,20596,201407,4,
2706,20596,201408,9,
2707,20596,201409,11,1
2708,20596,201410,2,1
2709,20596,201411,4,
2710,20596,201412,3,
2711,20596,201501,3,
2712,20596,201502,4,
2713,20596,201503,5,
2714,20596,201504,10,
2715,20596,201505,3,
2716,20596,201506,15,
2717,20596,201507,13,
2718,20596,201508,11,
2719,20596,201509,17,2
2720,20596,201510,11,
2721,20596,201511,9,
2722,20596,201512,8,1
2723,20596,201601,14,
2724,20596,201602,15,
2725,20596,201603,12,
2726,20596,201604,13,
2727,20596,201605,21,
2728,20596,201606,30,
2729,20596,201607,36,
2730,20596,201608,46,
2731,20596,201609,30,
2732,20596,201610,24,
2733,20606,201410,8,
2734,20606,201411,1,1
2735,20606,201412,9,1
2736,20606,201501,1,2
2737,20606,201502,1,1
2738,20606,201503,3,2
2739,20606,201504,1,2
2740,20606,201507,5,
2741,20606,201509,4,1
2742,20606,201510,2,1
2743,20606,201511,4,1
2744,20606,201512,6,
2745,20606,201601,1,
2746,20606,201602,3,
2747,20606,201603,12,
2748,20606,201604,3,
2749,20606,201605,7,
2750,20606,201606,20,
2751,20606,201607,52,
2752,20606,201608,22,
2753,20606,201609,11,2
2754,20606,201610,27,1
2755,20606,201611,27,
2756,20606,201612,18,
2757,20606,201701,22,2
2758,20606,201702,23,
2759,20606,201703,20,
2760,20606,201704,32,1
2761,20606,201705,46,1
2762,20606,201706,37,
2763,20606,201707,45,
2764,20606,201708,87,1
2765,20606,201709,75,2
2766,20606,201710,103,3
2767,20606,201711,125,
2768,20606,201712,94,1
2769,20606,201801,173,1
2770,20606,201802,45,
2771,20606,201803,28,6
2772,20606,201804,22,1
2773,20613,201502,4,
2774,20613,201503,9,3
2775,20613,201504,29,3
2776,20613,201505,2,
2777,20613,201506,17,1
2778,20613,201507,5,2
2779,20613,201508,1,
2780,20613,201509,1,
2781,20613,201512,1,
2782,20613,201601,1,1
2783,20613,201605,1,
2784,20617,201708,2,
2785,20617,201709,4,
2786,20617,201711,7,
2787,20617,201712,3,
2788,20617,201802,6,
2789,20617,201803,2,
2790,20619,201410,4,
2791,20619,201411,2,
2792,20619,201412,2,
2793,20619,201501,7,
2794,20619,201502,5,
2795,20619,201503,3,
2796,20619,201504,5,1
2797,20619,201505,3,
2798,20619,201506,1,
2799,20619,201507,5,
2800,20619,201509,5,1
2801,20619,201510,9,1
2802,20619,201512,4,
2803,20619,201601,11,
2804,20619,201602,4,
2805,20619,201603,3,1
2806,20619,201604,10,1
2807,20619,201605,11,
2808,20619,201606,23,1
2809,20619,201607,53,1
2810,20619,201608,13,1
2811,20619,201609,7,
2812,20619,201610,7,1
2813,20619,201611,5,
2814,20619,201612,1,
2815,20619,201701,14,1
2816,20619,201702,14,2
2817,20619,201703,24,1
2818,20619,201704,9,1
2819,20619,201705,10,
2820,20619,201706,5,
2821,20619,201707,26,2
2822,20619,201708,4,1
2823,20619,201709,14,1
2824,20619,201710,13,
2825,20619,201711,9,
2826,20619,201712,8,
2827,20619,201802,24,
2828,20619,201803,26,
2829,20622,201501,15,
2830,20622,201502,16,
2831,20622,201503,9,1
2832,20622,201504,6,
2833,20622,201505,13,
2834,20622,201506,17,
2835,20622,201507,13,1
2836,20622,201508,3,
2837,20622,201509,3,
2838,20622,201510,2,
2839,20622,201511,2,
2840,20622,201603,1,
2841,20622,201605,1,
2842,20622,201606,12,
2843,20622,201607,20,
2844,20622,201608,13,
2845,20622,201609,3,
2846,20622,201610,3,
2847,20622,201611,10,
2848,20626,201608,9,
2849,20626,201609,12,
2850,20626,201610,16,
2851,20626,201611,18,
2852,20626,201612,6,
2853,20626,201701,16,2
2854,20626,201702,10,1
2855,20626,201703,13,1
2856,20626,201704,28,
2857,20626,201705,15,2
2858,20626,201706,13,1
2859,20626,201707,27,1
2860,20626,201708,24,
2861,20626,201709,27,
2862,20626,201710,34,2
2863,20626,201711,20,1
2864,20626,201712,23,
2865,20626,201801,25,1
2866,20626,201802,38,
2867,20626,201803,21,
2868,20626,201804,6,
2869,20627,201406,8,
2870,20627,201408,10,
2871,20627,201409,1,
2872,20627,201410,24,
2873,20627,201412,3,
2874,20627,201501,1,
2875,20627,201505,1,
2876,20627,201506,1,
2877,20627,201507,12,
2878,20627,201508,2,
2879,20627,201509,5,
2880,20627,201510,4,
2881,20627,201511,1,
2882,20627,201512,2,
2883,20627,201601,2,
2884,20627,201602,1,
2885,20627,201603,3,
2886,20627,201604,3,
2887,20627,201605,5,
2888,20627,201606,8,
2889,20627,201607,43,
2890,20627,201608,90,
2891,20627,201609,23,
2892,20627,201610,37,
2893,20627,201611,15,
2894,20627,201612,5,
2895,20627,201701,41,
2896,20627,201702,19,
2897,20627,201703,30,
2898,20627,201704,16,
2899,20627,201705,65,
2900,20627,201706,24,
2901,20627,201707,29,
2902,20627,201708,193,
2903,20627,201709,120,
2904,20627,201710,66,
2905,20627,201711,7,
2906,20627,201801,15,
2907,20627,201802,5,
2908,20627,201803,2,
2909,20629,201408,12,
2910,20629,201409,12,
2911,20629,201410,10,
2912,20629,201411,1,1
2913,20629,201412,2,
2914,20629,201501,3,
2915,20629,201502,8,
2916,20629,201503,6,
2917,20629,201504,3,
2918,20629,201610,12,
2919,20629,201611,3,
2920,20629,201612,5,
2921,20629,201701,15,
2922,20629,201702,15,
2923,20629,201703,11,1
2924,20629,201704,13,1
2925,20629,201705,34,
2926,20629,201706,20,
2927,20629,201707,12,
2928,20629,201709,1,1
2929,20629,201711,1,
2930,20629,201712,1,
2931,20629,201801,2,
2932,20629,201802,2,
2933,20629,201803,1,
2934,20629,201804,1,
2935,20636,201412,1,
2936,20636,201606,9,
2937,20636,201607,11,
2938,20636,201608,4,
2939,20636,201609,4,1
2940,20636,201610,1,
2941,20636,201612,2,1
2942,20636,201701,1,
2943,20636,201702,2,
2944,20636,201703,5,
2945,20636,201704,4,
2946,20636,201705,4,
2947,20636,201706,1,1
2948,20636,201707,6,
2949,20636,201710,2,
2950,20636,201711,3,
2951,20636,201712,3,
2952,20636,201802,5,
2953,20636,201803,21,1
2954,20636,201804,1,
2955,20642,201510,1,
2956,20642,201603,1,
2957,20642,201605,1,
2958,20642,201607,1,
2959,20642,201703,2,2
2960,20642,201706,2,
2961,20642,201708,3,
2962,20642,201709,4,1
2963,20642,201710,4,
2964,20642,201711,8,
2965,20642,201712,5,1
2966,20642,201801,7,1
2967,20642,201802,4,
2968,20642,201803,3,
2969,20647,201411,3,
2970,20647,201501,1,
2971,20647,201503,3,2
2972,20647,201504,13,1
2973,20647,201505,19,
2974,20647,201506,1,1
2975,20647,201507,3,1
2976,20647,201508,2,
2977,20647,201512,1,
2978,20647,201601,3,
2979,20647,201602,11,
2980,20647,201603,32,1
2981,20647,201604,16,
2982,20647,201605,14,
2983,20647,201606,42,
2984,20647,201607,59,1
2985,20647,201608,58,
2986,20647,201609,57,3
2987,20647,201610,30,
2988,20647,201611,15,
2989,20647,201612,11,
2990,20647,201701,13,
2991,20647,201702,22,
2992,20647,201703,14,
2993,20647,201704,7,
2994,20647,201705,23,1
2995,20647,201706,16,
2996,20647,201707,10,
2997,20647,201708,21,
2998,20647,201709,17,2
2999,20647,201710,21,
3000,20647,201711,24,
3001,20647,201712,24,
3002,20647,201801,9,
3003,20647,201802,10,
3004,20647,201803,10,
3005,20659,201410,6,1
3006,20659,201412,1,
3007,20659,201501,6,
3008,20659,201502,2,
3009,20659,201503,3,
3010,20659,201504,3,1
3011,20659,201505,3,
3012,20659,201506,1,
3013,20659,201507,4,
3014,20659,201508,2,
3015,20659,201509,2,
3016,20659,201512,2,
3017,20659,201601,1,
3018,20659,201602,1,
3019,20659,201605,1,
3020,20659,201607,10,
3021,20659,201608,5,
3022,20659,201609,3,
3023,20659,201610,1,1
3024,20659,201611,12,
3025,20659,201612,6,
3026,20659,201701,9,
3027,20659,201702,3,
3028,20659,201703,9,
3029,20659,201704,2,
3030,20659,201705,6,
3031,20659,201706,4,
3032,20659,201707,2,
3033,20659,201708,2,
3034,20659,201712,7,
3035,20659,201801,5,
3036,20660,201409,25,
3037,20660,201410,13,
3038,20660,201412,1,
3039,20660,201501,1,
3040,20660,201503,1,
3041,20660,201506,4,
3042,20660,201507,6,
3043,20660,201508,1,1
3044,20660,201509,1,
3045,20660,201510,5,
3046,20660,201511,25,
3047,20660,201512,6,
3048,20660,201601,1,
3049,20660,201602,1,
3050,20660,201603,4,
3051,20660,201610,2,
3052,20660,201611,17,
3053,20660,201612,1,
3054,20660,201701,20,
3055,20660,201703,18,1
3056,20660,201704,7,
3057,20660,201705,1,
3058,20663,201410,2,
3059,20663,201411,1,1
3060,20663,201412,1,1
3061,20663,201501,2,
3062,20663,201502,1,1
3063,20663,201503,3,
3064,20663,201504,1,1
3065,20663,201505,7,
3066,20663,201506,2,
3067,20663,201508,1,
3068,20663,201511,2,
3069,20663,201512,3,
3070,20663,201601,2,
3071,20663,201602,12,
3072,20663,201603,4,
3073,20663,201604,1,
3074,20663,201606,7,
3075,20663,201607,18,
3076,20663,201608,17,
3077,20663,201609,3,1
3078,20663,201610,9,
3079,20663,201611,7,
3080,20663,201612,2,
3081,20663,201701,5,
3082,20663,201702,16,
3083,20663,201703,3,
3084,20663,201704,13,
3085,20663,201705,2,
3086,20666,201506,22,
3087,20666,201507,4,
3088,20666,201508,3,1
3089,20666,201601,5,
3090,20666,201602,7,
3091,20666,201603,7,
3092,20666,201604,2,
3093,20666,201605,1,
3094,20666,201606,1,
3095,20666,201607,10,
3096,20666,201608,7,
3097,20666,201609,1,
3098,20666,201610,6,
3099,20666,201611,3,
3100,20666,201704,2,1
3101,20666,201709,1,
3102,20666,201711,1,
3103,20666,201712,3,
3104,20667,201410,1,
3105,20667,201411,1,
3106,20667,201412,1,
3107,20667,201604,1,
3108,20667,201704,28,
3109,20667,201705,61,1
3110,20667,201706,40,1
3111,20667,201707,67,
3112,20667,201708,42,
3113,20667,201709,36,
3114,20667,201710,45,
3115,20667,201711,66,
3116,20667,201712,46,1
3117,20667,201801,34,1
3118,20667,201802,47,
3119,20667,201803,23,
3120,20668,201412,9,
3121,20668,201501,8,
3122,20668,201502,5,
3123,20668,201503,8,
3124,20668,201504,5,
3125,20668,201505,9,
3126,20668,201506,14,
3127,20668,201507,29,3
3128,20668,201508,21,
3129,20668,201509,21,2
3130,20668,201510,17,
3131,20668,201511,15,
3132,20668,201512,8,
3133,20668,201601,1,
3134,20668,201602,8,
3135,20668,201603,13,
3136,20668,201604,13,1
3137,20668,201605,37,1
3138,20668,201606,35,
3139,20668,201607,43,
3140,20668,201608,48,
3141,20668,201609,16,
3142,20668,201610,5,
3143,20668,201611,16,
3144,20668,201701,5,
3145,20668,201702,15,
3146,20668,201703,23,
3147,20668,201705,39,1
3148,20668,201706,123,2
3149,20668,201707,147,1
3150,20668,201708,182,1
3151,20668,201709,115,3
3152,20668,201710,32,1
3153,20668,201711,12,
3154,20668,201712,12,
3155,20668,201801,17,
3156,20668,201802,18,
3157,20668,201803,30,
3158,20668,201804,20,
3159,20669,201506,5,
3160,20669,201507,7,2
3161,20669,201508,3,
3162,20669,201509,2,
3163,20669,201510,1,
3164,20669,201511,3,1
3165,20669,201512,1,1
3166,20669,201601,2,
3167,20669,201602,2,
3168,20669,201603,3,
3169,20669,201604,5,
3170,20669,201605,3,1
3171,20669,201606,1,
3172,20669,201607,7,
3173,20669,201608,3,
3174,20669,201609,10,
3175,20669,201610,9,2
3176,20669,201611,3,1
3177,20669,201612,9,2
3178,20669,201701,10,
3179,20669,201702,21,1
3180,20669,201703,18,1
3181,20669,201704,10,
3182,20669,201705,10,
3183,20669,201706,19,2
3184,20669,201707,22,2
3185,20669,201708,21,3
3186,20669,201709,36,3
3187,20669,201710,29,
3188,20669,201711,27,
3189,20669,201712,11,5
3190,20669,201801,35,1
3191,20669,201802,31,
3192,20669,201803,33,1
3193,20669,201804,9,
3194,20672,201410,1,
3195,20672,201411,2,
3196,20672,201412,3,
3197,20672,201502,6,
3198,20672,201503,7,1
3199,20672,201504,4,
3200,20672,201505,10,
3201,20672,201506,7,1
3202,20672,201507,8,1
3203,20672,201508,10,
3204,20672,201509,13,
3205,20672,201510,15,1
3206,20672,201511,15,1
3207,20672,201512,9,1
3208,20672,201601,11,1
3209,20672,201602,19,
3210,20672,201603,20,1
3211,20672,201604,24,1
3212,20672,201605,27,
3213,20672,201606,24,
3214,20672,201607,8,
3215,20672,201608,25,1
3216,20672,201609,9,1
3217,20672,201610,6,
3218,20672,201611,7,
3219,20672,201612,7,1
3220,20672,201701,22,
3221,20672,201702,34,
3222,20672,201703,29,
3223,20672,201704,41,
3224,20672,201705,12,
3225,20672,201706,12,1
3226,20672,201707,5,
3227,20672,201709,3,
3228,20672,201710,2,
3229,20672,201711,3,
3230,20682,201502,8,
3231,20682,201503,9,
3232,20682,201504,6,2
3233,20682,201505,1,
3234,20682,201509,1,
3235,20682,201512,8,1
3236,20682,201601,8,1
3237,20682,201602,3,
3238,20682,201603,2,
3239,20682,201606,25,
3240,20682,201607,27,2
3241,20682,201608,29,3
3242,20682,201609,26,1
3243,20682,201610,21,3
3244,20682,201611,14,2
3245,20682,201612,8,
3246,20682,201701,12,1
3247,20682,201702,13,
3248,20682,201703,28,1
3249,20682,201704,25,2
3250,20682,201705,19,1
3251,20682,201706,63,2
3252,20682,201707,121,
3253,20682,201708,96,
3254,20682,201709,53,2
3255,20682,201710,84,4
3256,20682,201711,50,2
3257,20682,201712,65,5
3258,20682,201801,88,1
3259,20682,201802,92,4
3260,20682,201803,83,8
3261,20682,201804,9,
3262,20688,201606,9,
3263,20688,201607,12,
3264,20688,201608,29,1
3265,20688,201609,16,
3266,20688,201610,10,
3267,20688,201611,7,
3268,20688,201612,7,
3269,20688,201701,10,
3270,20688,201702,2,
3271,20688,201704,1,
3272,20688,201705,18,
3273,20688,201706,15,
3274,20688,201707,19,
3275,20688,201708,28,
3276,20688,201709,28,
3277,20688,201710,28,
3278,20688,201711,18,
3279,20688,201712,11,1
3280,20688,201801,19,
3281,20688,201802,25,
3282,20688,201803,20,1
3283,20688,201804,10,
3284,20695,201411,13,
3285,20695,201412,3,2
3286,20695,201501,14,
3287,20695,201502,25,2
3288,20695,201503,14,2
3289,20695,201505,11,2
3290,20695,201506,13,1
3291,20695,201507,37,
3292,20695,201508,13,2
3293,20695,201509,8,1
3294,20695,201510,1,
3295,20695,201511,4,
3296,20695,201512,3,
3297,20695,201602,5,
3298,20695,201603,10,
3299,20695,201604,11,
3300,20695,201605,11,
3301,20695,201606,12,2
3302,20695,201607,33,1
3303,20695,201608,9,
3304,20695,201609,7,1
3305,20695,201610,14,
3306,20695,201611,8,
3307,20695,201612,29,1
3308,20695,201701,54,3
3309,20695,201702,30,
3310,20695,201703,48,1
3311,20695,201704,35,
3312,20695,201705,4,1
3313,20695,201706,1,1
3314,20695,201708,1,
3315,20695,201709,10,
3316,20695,201710,5,
3317,20695,201711,40,
3318,20695,201712,16,2
3319,20695,201801,22,
3320,20695,201802,26,
3321,20695,201803,6,1
3322,20695,201804,2,
3323,20701,201511,8,
3324,20701,201611,2,
3325,20701,201710,7,
3326,20701,201711,98,
3327,20701,201712,75,1
3328,20701,201801,155,2
3329,20701,201803,134,
3330,20701,201804,38,
3331,20702,201507,1,
3332,20702,201508,1,
3333,20702,201509,1,1
3334,20702,201510,2,
3335,20702,201511,2,
3336,20702,201602,3,
3337,20702,201603,1,
3338,20702,201605,4,
3339,20712,201412,21,1
3340,20712,201501,21,
3341,20712,201502,20,2
3342,20712,201503,24,2
3343,20712,201504,22,3
3344,20712,201505,24,2
3345,20712,201506,36,3
3346,20712,201507,27,1
3347,20712,201508,17,2
3348,20712,201509,54,4
3349,20712,201510,35,4
3350,20712,201511,46,3
3351,20712,201512,44,6
3352,20712,201601,73,3
3353,20712,201602,71,5
3354,20712,201603,68,4
3355,20712,201604,97,5
3356,20712,201605,80,7
3357,20712,201606,211,3
3358,20712,201607,305,10
3359,20712,201608,240,7
3360,20712,201609,203,12
3361,20712,201610,192,4
3362,20712,201611,175,7
3363,20712,201612,115,6
3364,20712,201701,135,1
3365,20712,201702,201,1
3366,20712,201703,220,12
3367,20712,201704,252,3
3368,20712,201705,329,6
3369,20712,201706,269,7
3370,20712,201707,364,2
3371,20712,201708,320,5
3372,20712,201709,189,9
3373,20712,201710,170,2
3374,20712,201712,1,1
3375,20727,201501,2,
3376,20727,201502,11,
3377,20727,201503,20,
3378,20727,201504,5,
3379,20727,201505,14,
3380,20727,201506,14,
3381,20727,201507,8,2
3382,20727,201508,14,
3383,20727,201509,32,1
3384,20727,201510,30,1
3385,20727,201511,13,
3386,20727,201512,4,
3387,20727,201601,2,
3388,20727,201602,8,
3389,20727,201603,2,
3390,20727,201604,11,
3391,20727,201605,8,
3392,20727,201606,12,
3393,20727,201607,40,
3394,20727,201608,102,
3395,20727,201609,206,
3396,20727,201610,78,1
3397,20727,201611,109,
3398,20727,201612,81,2
3399,20727,201701,50,
3400,20727,201702,5,
3401,20727,201703,103,1
3402,20727,201704,111,1
3403,20727,201705,144,1
3404,20727,201706,43,2
3405,20727,201707,32,
3406,20727,201708,17,1
3407,20727,201709,326,
3408,20727,201710,264,1
3409,20727,201711,208,
3410,20727,201712,144,1
3411,20727,201801,224,
3412,20727,201802,94,
3413,20727,201803,130,
3414,20727,201804,16,3
3415,20729,201506,7,
3416,20729,201507,36,
3417,20729,201508,7,
3418,20729,201509,15,
3419,20729,201510,5,
3420,20729,201511,6,
3421,20729,201512,9,
3422,20729,201601,11,
3423,20729,201602,6,
3424,20729,201603,4,
3425,20729,201604,6,
3426,20729,201605,5,
3427,20729,201606,12,
3428,20729,201607,50,
3429,20729,201608,30,
3430,20729,201609,8,
3431,20729,201610,4,
3432,20729,201706,7,
3433,20729,201707,23,1
3434,20729,201708,17,
3435,20729,201709,15,1
3436,20729,201710,9,
3437,20729,201711,3,
3438,20729,201801,9,
3439,20729,201802,6,
3440,20729,201803,8,
3441,20731,201501,1,
3442,20733,201502,1,
3443,20733,201506,20,
3444,20733,201507,4,1
3445,20733,201508,6,1
3446,20733,201509,24,
3447,20733,201510,23,
3448,20733,201511,10,1
3449,20733,201512,2,
3450,20733,201601,6,
3451,20733,201602,4,
3452,20733,201603,4,1
3453,20733,201604,9,
3454,20733,201605,135,3
3455,20733,201606,126,3
3456,20733,201607,131,3
3457,20733,201608,125,4
3458,20733,201609,53,5
3459,20733,201610,21,
3460,20733,201611,4,1
3461,20733,201612,2,1
3462,20733,201701,11,
3463,20733,201702,59,
3464,20733,201703,44,
3465,20733,201704,57,2
3466,20733,201705,46,
3467,20733,201706,86,1
3468,20733,201707,120,1
3469,20733,201708,120,2
3470,20733,201709,104,2
3471,20733,201710,98,5
3472,20733,201711,71,5
3473,20733,201712,73,1
3474,20733,201801,207,2
3475,20733,201802,167,3
3476,20733,201803,185,3
3477,20733,201804,48,1
3478,20769,201607,3,
3479,20769,201608,2,
3480,20769,201609,1,
3481,20769,201702,1,
3482,20769,201708,1,
3483,20769,201709,13,
3484,20769,201710,3,
3485,20769,201711,4,
3486,20769,201802,2,
3487,20769,201803,4,
3488,20769,201804,1,
3489,20778,201502,4,
3490,20778,201505,1,
3491,20778,201506,15,
3492,20778,201507,23,
3493,20778,201509,2,
3494,20778,201510,65,
3495,20778,201511,13,
3496,20778,201512,32,2
3497,20778,201601,54,
3498,20778,201602,40,
3499,20778,201603,84,
3500,20778,201604,241,
3501,20778,201605,189,
3502,20778,201606,342,1
