,installer_id,Year_month,quotes_count,winning_quotes_count
1226,20087,201612,13,1
1227,20087,201701,3,
1228,20087,201702,2,
1229,20087,201703,4,
1230,20087,201710,20,
1231,20087,201711,7,
1232,20087,201712,10,
1233,20087,201801,13,
1234,20101,201308,1,
1235,20101,201310,2,
1236,20101,201407,3,
1237,20101,201410,1,
1238,20101,201501,1,
1239,20101,201504,6,1
1240,20101,201505,1,
1241,20101,201506,1,
1242,20101,201507,1,
1243,20101,201509,1,
1244,20101,201601,2,
1245,20101,201602,1,
1246,20101,201603,1,
1247,20101,201604,3,
1248,20101,201605,1,
1249,20101,201606,1,
1250,20101,201607,4,
1251,20101,201608,6,
1252,20101,201609,2,
1253,20101,201610,11,1
1254,20101,201611,8,
1255,20101,201612,6,1
1256,20101,201701,19,
1257,20101,201702,28,2
1258,20101,201703,27,
1259,20101,201704,21,1
1260,20101,201705,47,
1261,20101,201706,29,
1262,20101,201707,88,1
1263,20101,201708,63,1
1264,20101,201709,37,3
1265,20101,201710,54,
1266,20101,201711,46,1
1267,20101,201712,35,1
1268,20101,201801,60,
1269,20101,201802,46,
1270,20101,201803,59,2
1271,20101,201804,16,1
1272,20106,201304,1,
1273,20107,201310,6,
1274,20107,201311,3,
1275,20107,201401,1,
1276,20107,201402,1,
1277,20107,201403,2,
1278,20107,201404,3,
1279,20107,201405,1,1
1280,20107,201406,6,
1281,20107,201407,3,
1282,20107,201408,1,
1283,20107,201409,2,
1284,20107,201410,1,1
1285,20107,201411,1,
1286,20107,201501,7,
1287,20107,201502,8,2
1288,20107,201503,19,2
1289,20107,201504,21,
1290,20107,201505,13,1
1291,20107,201506,29,2
1292,20107,201507,54,
1293,20107,201508,42,
1294,20107,201509,84,3
1295,20107,201510,58,
1296,20107,201511,45,
1297,20107,201512,47,
1298,20107,201601,41,1
1299,20107,201602,36,2
1300,20107,201603,41,1
1301,20107,201604,26,
1302,20107,201605,21,
1303,20107,201606,51,
1304,20107,201607,118,3
1305,20107,201608,71,
1306,20107,201609,71,3
1307,20107,201610,53,1
1308,20107,201611,106,1
1309,20107,201612,81,
1310,20107,201701,207,
1311,20107,201702,177,
1312,20107,201703,322,1
1313,20107,201704,302,
1314,20107,201705,351,2
1315,20107,201706,315,4
1316,20107,201707,422,
1317,20107,201708,1142,1
1318,20107,201709,640,3
1319,20107,201710,875,2
1320,20107,201711,599,4
1321,20107,201712,578,4
1322,20107,201801,894,2
1323,20107,201802,1047,1
1324,20107,201803,959,3
1325,20107,201804,246,1
1326,20109,201702,5,
1327,20109,201703,41,
1328,20109,201704,40,
1329,20109,201705,42,
1330,20109,201706,5,
1331,20128,201406,2,
1332,20128,201407,1,
1333,20128,201408,2,
1334,20128,201409,3,
1335,20128,201410,6,
1336,20128,201411,1,
1337,20128,201501,12,
1338,20128,201502,8,2
1339,20128,201503,10,
1340,20128,201504,7,
1341,20128,201505,7,1
1342,20128,201506,9,
1343,20128,201507,21,1
1344,20128,201508,4,1
1345,20128,201509,7,3
1346,20128,201510,7,
1347,20128,201511,5,
1348,20128,201512,6,
1349,20128,201601,8,
1350,20128,201602,9,
1351,20128,201603,12,1
1352,20128,201604,9,
1353,20128,201605,14,
1354,20128,201607,42,
1355,20128,201608,10,1
1356,20128,201609,3,1
1357,20128,201610,17,
1358,20128,201611,20,1
1359,20128,201612,8,
1360,20128,201701,5,
1361,20128,201710,1,
1362,20128,201712,3,
1363,20128,201801,51,
1364,20128,201802,30,1
1365,20128,201803,38,1
1366,20128,201804,5,
1367,20131,201308,2,
1368,20131,201404,1,
1369,20131,201406,2,
1370,20131,201407,3,
1371,20131,201409,2,
1372,20131,201411,1,
1373,20131,201502,2,
1374,20131,201505,2,
1375,20131,201506,2,
1376,20131,201507,1,
1377,20131,201606,1,
1378,20131,201607,11,
1379,20131,201608,44,
1380,20131,201609,25,
1381,20131,201610,1,
1382,20131,201612,1,
1383,20131,201701,1,
1384,20131,201703,8,
1385,20131,201704,15,
1386,20131,201705,27,
1387,20131,201706,19,
1388,20137,201303,1,
1389,20137,201307,1,
1390,20137,201311,2,
1391,20137,201312,2,
1392,20137,201401,3,
1393,20137,201402,9,1
1394,20137,201403,1,
1395,20137,201405,2,
1396,20137,201410,2,
1397,20137,201412,1,
1398,20137,201501,2,
1399,20137,201505,1,
1400,20137,201509,3,
1401,20137,201510,1,
1402,20137,201603,11,
1403,20137,201604,2,
1404,20137,201605,4,
1405,20137,201607,1,
1406,20137,201701,1,
1407,20137,201702,14,
1408,20137,201703,63,1
1409,20137,201704,163,
1410,20137,201705,132,1
1411,20137,201706,73,1
1412,20137,201707,82,1
1413,20137,201708,108,
1414,20137,201709,119,1
1415,20137,201710,127,
1416,20137,201711,112,1
1417,20137,201712,77,4
1418,20137,201801,133,
1419,20137,201802,203,1
1420,20137,201803,164,
1421,20137,201804,46,
1422,20145,201404,1,
1423,20145,201406,16,
1424,20145,201407,1,1
1425,20145,201408,3,
1426,20145,201409,3,2
1427,20145,201410,7,
1428,20145,201411,2,
1429,20145,201412,3,
1430,20145,201502,1,
1431,20145,201503,2,
1432,20145,201504,2,
1433,20145,201505,1,
1434,20145,201506,7,
1435,20145,201507,7,
1436,20145,201508,6,
1437,20145,201509,9,
1438,20145,201510,2,
1439,20145,201512,1,
1440,20145,201603,2,
1441,20145,201604,6,
1442,20145,201605,8,
1443,20145,201606,13,
1444,20145,201612,2,
1445,20145,201701,11,
1446,20145,201702,38,
1447,20145,201703,12,
1448,20145,201706,1,
1449,20145,201707,2,
1450,20145,201712,1,
1451,20145,201801,2,
1452,20145,201803,1,
1453,20161,201408,4,
1454,20161,201409,5,
1455,20161,201410,9,
1456,20161,201411,13,
1457,20161,201412,12,
1458,20161,201501,21,
1459,20161,201502,17,
1460,20161,201503,4,
1461,20161,201504,12,
1462,20161,201505,12,
1463,20161,201506,9,1
1464,20161,201507,17,
1465,20161,201508,10,
1466,20161,201509,7,
1467,20161,201510,7,
1468,20161,201511,13,
1469,20161,201512,13,
1470,20161,201601,14,
1471,20161,201602,11,1
1472,20161,201603,22,
1473,20161,201604,25,
1474,20161,201605,23,
1475,20161,201606,29,
1476,20161,201607,50,1
1477,20161,201608,48,
1478,20161,201609,32,
1479,20161,201610,19,
1480,20161,201611,11,
1481,20161,201612,11,
1482,20161,201701,14,
1483,20161,201702,23,
1484,20161,201703,41,1
1485,20161,201704,24,
1486,20161,201705,40,
1487,20161,201706,26,
1488,20161,201707,23,
1489,20161,201708,17,
1490,20161,201709,21,1
1491,20161,201710,29,
1492,20161,201711,37,
1493,20161,201712,11,
1494,20161,201801,32,
1495,20161,201802,35,
1496,20161,201803,55,
1497,20161,201804,27,
1498,20162,201306,1,
1499,20162,201402,1,1
1500,20162,201403,2,
1501,20162,201405,3,
1502,20162,201408,2,
1503,20162,201411,1,
1504,20162,201412,2,
1505,20162,201503,1,
1506,20162,201505,1,
1507,20162,201506,2,1
1508,20162,201507,1,
1509,20162,201509,5,
1510,20162,201510,1,
1511,20162,201602,2,
1512,20162,201603,3,
1513,20162,201604,4,
1514,20162,201605,5,
1515,20162,201606,1,
1516,20162,201607,1,
1517,20162,201608,2,
1518,20162,201609,1,
1519,20162,201610,3,
1520,20162,201611,1,
1521,20162,201702,1,
1522,20162,201703,1,
1523,20162,201704,1,
1524,20162,201705,3,1
1525,20162,201707,3,
1526,20162,201708,3,
1527,20162,201709,1,
1528,20162,201710,3,
1529,20162,201711,2,
1530,20162,201801,1,
1531,20162,201802,1,
1532,20162,201803,1,
1533,20162,201804,2,
1534,20163,201304,1,
1535,20163,201306,1,
1536,20163,201308,1,
1537,20163,201310,1,
1538,20163,201312,1,1
1539,20163,201401,3,
1540,20163,201402,3,
1541,20163,201404,2,
1542,20163,201407,2,
1543,20163,201408,2,
1544,20163,201409,4,
1545,20163,201410,2,
1546,20163,201412,1,1
1547,20163,201501,1,
1548,20163,201504,5,
1549,20163,201505,1,
1550,20179,201606,2,
1551,20179,201612,1,
1552,20193,201501,1,
1553,20193,201502,2,
1554,20193,201503,1,
1555,20193,201504,3,
1556,20193,201506,4,
1557,20193,201507,2,
1558,20193,201508,1,
1559,20193,201509,3,
1560,20193,201510,8,
1561,20193,201511,2,
1562,20193,201602,2,
1563,20193,201603,3,
1564,20193,201604,3,
1565,20193,201606,1,
1566,20193,201607,7,
1567,20193,201608,8,
1568,20193,201609,3,
1569,20193,201610,2,
1570,20193,201611,1,
1571,20193,201612,1,
1572,20193,201701,5,
1573,20193,201702,2,1
1574,20193,201703,2,
1575,20193,201705,1,
1576,20193,201706,1,
1577,20193,201707,3,
1578,20193,201708,4,1
1579,20193,201710,3,
1580,20193,201711,3,
1581,20193,201801,9,
1582,20193,201802,2,
1583,20193,201803,1,1
1584,20300,201304,1,
1585,20300,201305,1,
1586,20300,201307,1,
1587,20300,201310,1,
1588,20300,201404,6,
1589,20300,201405,1,
1590,20300,201407,5,
1591,20300,201410,1,
1592,20300,201412,1,
1593,20300,201501,9,
1594,20300,201502,1,
1595,20300,201503,6,1
1596,20300,201504,2,
1597,20300,201505,3,
1598,20300,201506,3,
1599,20300,201507,5,
1600,20300,201508,5,
1601,20300,201509,6,
1602,20300,201510,1,
1603,20300,201511,2,
1604,20300,201512,3,
1605,20300,201601,6,
1606,20300,201602,3,
1607,20300,201603,10,
1608,20300,201604,6,
1609,20300,201605,6,
1610,20300,201606,6,
1611,20300,201607,29,
1612,20300,201608,6,
1613,20300,201609,6,1
1614,20300,201610,9,
1615,20300,201701,15,
1616,20300,201702,4,
1617,20301,201601,4,
1618,20301,201602,2,1
1619,20301,201603,1,
1620,20301,201604,17,
1621,20301,201605,2,
1622,20301,201703,4,
1623,20301,201704,1,
1624,20301,201711,9,
1625,20301,201712,63,
1626,20301,201801,48,
1627,20301,201802,6,
1628,20314,201306,1,
1629,20314,201307,7,
1630,20314,201411,1,
1631,20314,201502,13,
1632,20314,201710,5,
1633,20314,201711,25,
1634,20314,201712,52,
1635,20314,201801,62,
1636,20314,201802,42,
1637,20314,201803,52,
1638,20314,201804,8,
1639,20317,201308,3,
1640,20317,201310,1,
1641,20317,201311,10,
1642,20317,201312,4,
1643,20317,201401,9,
1644,20317,201402,14,1
1645,20317,201403,18,
1646,20317,201404,9,
1647,20317,201405,7,
1648,20317,201406,4,
1649,20317,201407,8,
1650,20317,201408,7,
1651,20317,201409,6,
1652,20317,201410,12,
1653,20317,201411,11,
1654,20317,201412,8,1
1655,20317,201501,11,
1656,20317,201502,12,1
1657,20317,201503,36,2
1658,20317,201504,20,4
1659,20317,201505,16,1
1660,20317,201506,21,
1661,20317,201507,33,
1662,20317,201508,21,
1663,20317,201509,14,
1664,20317,201510,25,
1665,20317,201511,16,1
1666,20317,201512,22,
1667,20317,201601,21,
1668,20317,201602,14,1
1669,20317,201603,18,1
1670,20317,201604,26,
1671,20317,201606,9,
1672,20317,201607,47,1
1673,20317,201608,5,1
1674,20317,201609,24,1
1675,20317,201610,15,
1676,20317,201701,44,
1677,20317,201702,30,
1678,20317,201703,60,
1679,20317,201704,12,
1680,20317,201705,27,4
1681,20317,201706,46,1
1682,20317,201707,2,
1683,20317,201801,5,
1684,20317,201802,5,
1685,20334,201307,2,
1686,20334,201308,1,
1687,20334,201310,3,
1688,20334,201402,1,
1689,20334,201403,1,
1690,20334,201404,1,
1691,20334,201406,2,
1692,20334,201410,1,
1693,20334,201501,4,
1694,20334,201502,7,
1695,20334,201503,3,
1696,20334,201504,2,
1697,20334,201505,1,
1698,20334,201506,2,
1699,20334,201507,3,
1700,20334,201508,5,
1701,20334,201509,9,
1702,20334,201511,1,
1703,20334,201512,1,
1704,20334,201601,1,
1705,20334,201602,1,
1706,20334,201603,2,
1707,20334,201604,4,
1708,20334,201605,2,
1709,20334,201606,1,
1710,20334,201607,14,
1711,20334,201608,5,
1712,20334,201609,4,
1713,20334,201610,3,
1714,20334,201611,1,
1715,20334,201612,1,
1716,20334,201701,6,
1717,20334,201703,10,
1718,20334,201704,8,
1719,20334,201705,9,
1720,20334,201706,4,1
1721,20334,201707,6,
1722,20334,201708,6,
1723,20334,201709,3,
1724,20334,201710,10,
1725,20334,201711,3,
1726,20334,201712,3,
1727,20334,201801,2,
1728,20334,201802,17,
1729,20334,201803,14,
1730,20334,201804,7,
1731,20341,201401,1,
1732,20341,201402,1,
1733,20341,201406,1,
1734,20341,201407,5,
1735,20341,201408,2,
1736,20341,201410,1,
1737,20341,201411,2,
1738,20341,201412,1,1
1739,20341,201501,3,
1740,20341,201502,4,
1741,20341,201503,1,
1742,20341,201509,1,
1743,20341,201510,3,
1744,20341,201511,2,
1745,20341,201601,1,
1746,20341,201602,1,
1747,20341,201603,5,
1748,20341,201604,11,
1749,20341,201606,8,
1750,20341,201607,1,
1751,20341,201701,3,
1752,20341,201702,1,
1753,20341,201703,4,
1754,20341,201705,1,
1755,20341,201706,3,
1756,20341,201709,63,1
1757,20341,201710,38,1
1758,20341,201711,8,
1759,20341,201712,7,2
1760,20341,201801,37,
1761,20341,201803,16,
1762,20341,201804,1,
1763,20343,201307,1,
1764,20343,201309,3,
1765,20343,201506,1,
1766,20343,201609,2,
1767,20343,201610,2,
1768,20343,201801,14,1
1769,20343,201803,7,
1770,20348,201307,3,
1771,20348,201308,6,
1772,20348,201309,3,
1773,20348,201310,3,
1774,20348,201311,5,1
1775,20348,201312,2,
1776,20348,201401,6,
1777,20348,201402,12,1
1778,20348,201403,16,1
1779,20348,201404,23,
1780,20348,201405,21,
1781,20348,201406,45,
1782,20348,201407,48,1
1783,20348,201408,41,
1784,20348,201409,28,
1785,20348,201410,34,
1786,20348,201411,13,
1787,20348,201412,52,1
1788,20348,201501,49,
1789,20348,201502,57,
1790,20348,201503,21,1
1791,20348,201504,24,
1792,20348,201505,26,1
1793,20348,201506,27,
1794,20348,201507,29,1
1795,20348,201508,64,
1796,20348,201509,42,1
1797,20348,201510,27,
1798,20348,201511,50,
1799,20348,201512,49,1
1800,20348,201601,64,1
1801,20348,201602,52,3
1802,20348,201603,70,3
1803,20348,201604,67,
1804,20348,201605,49,3
1805,20348,201606,76,
1806,20348,201607,72,4
1807,20348,201608,104,3
1808,20348,201609,61,2
1809,20348,201610,68,1
1810,20348,201611,81,1
1811,20348,201612,87,2
1812,20348,201701,87,
1813,20348,201702,73,
1814,20348,201703,42,2
1815,20348,201704,12,
1816,20348,201705,38,2
1817,20348,201706,148,3
1818,20348,201707,429,4
1819,20348,201708,414,1
1820,20348,201709,271,5
1821,20348,201710,193,4
1822,20348,201711,88,1
1823,20348,201712,159,3
1824,20348,201801,217,
1825,20348,201802,149,1
1826,20348,201803,192,6
1827,20348,201804,80,
1828,20349,201410,4,
1829,20349,201509,1,
1830,20349,201510,5,1
1831,20349,201511,6,
1832,20349,201601,5,
1833,20349,201602,5,
1834,20349,201603,7,
1835,20349,201604,13,
1836,20349,201606,23,
1837,20349,201607,3,
1838,20349,201608,3,
1839,20349,201610,3,
1840,20349,201611,2,
1841,20349,201701,1,
1842,20349,201703,1,
1843,20349,201704,1,
1844,20358,201307,1,
1845,20358,201502,1,
1846,20358,201508,1,
1847,20358,201509,4,
1848,20358,201512,2,1
1849,20358,201602,1,
1850,20358,201605,1,
1851,20358,201606,3,
1852,20358,201607,10,1
1853,20358,201608,3,
1854,20358,201610,3,
1855,20358,201611,4,
1856,20358,201612,1,
1857,20358,201701,7,
1858,20358,201702,3,
1859,20358,201703,2,
1860,20358,201704,2,
1861,20358,201705,2,
1862,20358,201706,2,
1863,20358,201707,5,
1864,20358,201708,4,
1865,20358,201710,10,
1866,20358,201711,4,
1867,20358,201712,6,
1868,20358,201801,10,
1869,20358,201802,9,
1870,20358,201803,1,
1871,20358,201804,2,
1872,20359,201509,3,
1873,20359,201510,21,
1874,20359,201511,11,
1875,20359,201512,25,1
1876,20359,201601,26,
1877,20359,201602,25,
1878,20359,201603,30,1
1879,20359,201604,43,
1880,20359,201605,65,2
1881,20359,201606,95,
1882,20359,201607,97,
1883,20359,201608,61,1
1884,20359,201609,42,
1885,20359,201610,33,
1886,20359,201611,36,1
1887,20359,201612,24,
1888,20359,201701,28,
1889,20359,201702,27,1
1890,20359,201703,28,
1891,20359,201704,15,
1892,20359,201705,13,
1893,20359,201706,46,1
1894,20359,201707,63,
1895,20359,201708,54,
1896,20359,201709,78,2
1897,20359,201710,70,6
1898,20359,201711,51,
1899,20359,201712,20,1
1900,20359,201801,40,
1901,20359,201802,39,1
1902,20359,201803,33,2
1903,20359,201804,13,
1904,20364,201402,2,
1905,20364,201407,1,
1906,20364,201411,1,
1907,20364,201501,4,
1908,20364,201502,1,
1909,20364,201505,1,
1910,20364,201506,1,
1911,20364,201509,4,
1912,20364,201510,2,
1913,20364,201512,3,1
1914,20364,201601,4,
1915,20364,201602,5,
1916,20364,201603,2,
1917,20364,201604,2,
1918,20364,201605,3,
1919,20364,201606,10,
1920,20364,201607,5,
1921,20364,201610,1,
1922,20364,201701,1,
1923,20364,201702,2,
1924,20364,201703,9,
1925,20364,201709,1,
1926,20364,201710,4,
1927,20364,201803,8,
1928,20364,201804,2,
1929,20365,201607,2,
1930,20365,201608,3,
1931,20365,201609,1,
1932,20365,201610,3,
1933,20365,201611,6,
1934,20365,201612,2,
1935,20367,201309,1,
1936,20367,201404,6,
1937,20367,201407,6,
1938,20367,201408,3,
1939,20367,201409,7,
1940,20367,201410,23,1
1941,20367,201411,4,
1942,20367,201412,8,2
1943,20367,201501,4,
1944,20367,201502,2,
1945,20367,201503,9,
1946,20367,201504,1,
1947,20367,201505,11,
1948,20367,201506,6,
1949,20367,201507,6,
1950,20367,201508,2,
1951,20367,201509,10,
1952,20367,201510,5,
1953,20367,201511,2,
1954,20368,201701,5,
1955,20368,201702,2,
1956,20368,201703,3,
1957,20368,201704,3,
1958,20368,201705,3,
1959,20368,201706,4,
1960,20368,201707,5,
1961,20368,201708,5,
1962,20368,201709,15,1
1963,20368,201710,2,1
1964,20368,201711,4,
1965,20368,201712,7,1
1966,20368,201801,16,
1967,20368,201802,4,
1968,20368,201803,8,
1969,20368,201804,3,
1970,20370,201307,1,
1971,20370,201403,1,
1972,20370,201404,1,
1973,20370,201405,2,
1974,20370,201409,1,
1975,20370,201410,2,
1976,20370,201411,4,
1977,20370,201412,4,2
1978,20370,201501,7,1
1979,20370,201502,2,
1980,20370,201503,5,
1981,20370,201504,2,
1982,20370,201505,2,
1983,20370,201506,3,
1984,20370,201507,7,
1985,20370,201508,2,
1986,20370,201509,3,
1987,20370,201510,2,
1988,20370,201704,3,
1989,20370,201705,3,
1990,20370,201708,3,
1991,20370,201709,3,
1992,20370,201710,10,
1993,20370,201711,9,
1994,20370,201712,9,
1995,20370,201801,44,
1996,20370,201802,33,
1997,20370,201803,92,1
1998,20370,201804,14,
1999,20374,201307,1,
2000,20374,201308,1,
2001,20374,201310,1,
2002,20374,201401,1,
2003,20374,201403,1,
2004,20374,201407,1,
2005,20374,201408,11,
2006,20374,201409,4,
2007,20374,201410,10,
2008,20374,201412,6,1
2009,20374,201501,1,
2010,20374,201502,6,
2011,20374,201503,2,
2012,20374,201504,1,
2013,20374,201505,10,
2014,20374,201506,5,1
2015,20374,201507,3,
2016,20374,201508,7,
2017,20374,201509,5,
2018,20374,201510,1,
2019,20374,201511,5,
2020,20374,201512,4,
2021,20374,201601,5,
2022,20374,201602,27,
2023,20374,201603,35,2
2024,20374,201604,31,
2025,20374,201605,23,
2026,20374,201606,18,
2027,20374,201607,82,
2028,20374,201608,79,
2029,20374,201609,216,4
2030,20374,201610,241,4
2031,20374,201611,272,6
2032,20374,201612,225,3
2033,20374,201701,259,3
2034,20374,201702,325,7
2035,20374,201703,378,7
2036,20374,201704,355,5
2037,20374,201705,478,8
2038,20374,201706,414,6
2039,20374,201707,438,5
2040,20374,201708,682,8
2041,20374,201709,671,6
2042,20374,201710,497,3
2043,20374,201711,459,1
2044,20374,201712,333,9
2045,20374,201801,469,2
2046,20374,201802,454,2
2047,20374,201803,600,4
2048,20374,201804,150,
2049,20380,201309,2,
2050,20380,201311,2,
2051,20380,201312,1,
2052,20380,201401,2,
2053,20380,201402,2,
2054,20380,201403,4,
2055,20380,201406,2,
2056,20380,201408,5,
2057,20380,201409,19,
2058,20380,201410,16,
2059,20380,201411,5,
2060,20380,201502,1,
2061,20380,201503,13,
2062,20380,201504,5,1
2063,20380,201505,15,
2064,20380,201506,15,1
2065,20380,201507,11,
2066,20380,201508,9,1
2067,20380,201509,5,
2068,20380,201510,15,
2069,20380,201511,7,1
2070,20380,201512,3,
2071,20380,201601,14,
2072,20380,201602,6,1
2073,20380,201603,6,1
2074,20380,201604,8,
2075,20380,201605,13,1
2076,20380,201606,5,
2077,20380,201607,8,
2078,20380,201608,37,
2079,20380,201609,47,2
2080,20380,201610,37,
2081,20380,201611,44,1
2082,20380,201612,2,3
2083,20380,201703,3,1
2084,20383,201412,2,
2085,20383,201501,3,
2086,20383,201502,7,
2087,20383,201503,1,
2088,20383,201504,3,
2089,20383,201505,4,1
2090,20383,201506,2,
2091,20383,201509,2,4
2092,20383,201511,2,
2093,20383,201512,3,3
2094,20383,201602,1,1
2095,20383,201603,12,7
2096,20383,201604,2,2
2097,20383,201605,2,1
2098,20383,201606,3,1
2099,20383,201607,3,
2100,20383,201608,6,1
2101,20383,201610,2,
2102,20383,201611,5,1
2103,20383,201612,10,2
2104,20383,201701,3,1
2105,20383,201702,2,2
2106,20383,201703,20,
2107,20383,201704,52,
2108,20383,201705,20,
2109,20383,201706,63,8
2110,20383,201707,82,1
2111,20383,201708,74,3
2112,20383,201709,113,2
2113,20383,201710,80,6
2114,20383,201711,172,4
2115,20383,201712,131,3
2116,20383,201801,6,3
2117,20383,201803,7,3
2118,20385,201309,5,
2119,20385,201310,1,
2120,20385,201312,8,
2121,20385,201401,2,
2122,20385,201402,3,
2123,20385,201403,1,
2124,20385,201404,1,1
2125,20385,201406,1,
2126,20385,201407,1,
2127,20385,201408,1,
2128,20385,201409,2,
2129,20385,201410,1,
2130,20385,201503,4,
2131,20385,201505,2,
2132,20385,201506,1,
2133,20385,201507,19,1
2134,20385,201508,3,
2135,20385,201509,2,
2136,20385,201510,2,
2137,20385,201512,2,
2138,20385,201601,7,
2139,20385,201602,3,
2140,20385,201603,2,
2141,20385,201604,1,
2142,20385,201605,4,
2143,20385,201606,11,1
2144,20385,201607,27,1
2145,20385,201608,18,1
2146,20385,201609,14,
2147,20385,201610,12,
2148,20385,201611,13,
2149,20385,201612,2,
2150,20385,201701,14,
2151,20385,201702,14,1
2152,20385,201703,1,1
2153,20385,201704,13,
2154,20385,201705,36,
2155,20385,201706,54,2
2156,20385,201707,58,
2157,20385,201708,105,
2158,20385,201709,72,5
2159,20385,201710,89,
2160,20385,201711,60,1
2161,20385,201712,90,3
2162,20385,201801,104,
2163,20385,201802,131,2
2164,20385,201803,54,3
2165,20385,201804,1,1
2166,20395,201512,3,
2167,20395,201704,1,
2168,20395,201712,3,
2169,20395,201801,10,
2170,20395,201802,1,
2171,20395,201803,9,
2172,20397,201310,2,
2173,20397,201401,3,
2174,20397,201402,2,
2175,20397,201403,7,
2176,20397,201404,3,
2177,20397,201406,2,
2178,20397,201407,2,
2179,20397,201410,1,
2180,20397,201412,3,
2181,20397,201501,7,
2182,20397,201502,8,
2183,20397,201503,5,
2184,20397,201504,3,
2185,20397,201505,3,
2186,20397,201506,4,
2187,20397,201507,13,
2188,20397,201508,8,
2189,20397,201509,3,
2190,20397,201510,5,
2191,20397,201511,3,
2192,20397,201512,5,
2193,20397,201601,8,
2194,20397,201602,19,
2195,20397,201603,13,1
2196,20397,201604,8,
2197,20397,201605,20,
2198,20397,201606,35,
2199,20397,201607,63,
2200,20397,201608,30,1
2201,20397,201609,18,
2202,20397,201610,20,
2203,20397,201611,44,
2204,20397,201612,16,
2205,20397,201701,30,2
2206,20397,201702,25,
2207,20397,201703,3,
2208,20397,201704,37,
2209,20397,201705,31,
2210,20397,201706,26,
2211,20397,201707,53,
2212,20397,201708,60,
2213,20397,201709,39,
2214,20397,201710,47,2
2215,20397,201711,35,2
2216,20397,201712,53,1
2217,20397,201801,63,
2218,20397,201802,87,
2219,20397,201803,83,1
2220,20397,201804,30,
2221,20400,201310,4,
2222,20400,201505,1,
2223,20400,201506,3,
2224,20400,201507,32,
2225,20409,201512,13,
2226,20409,201601,2,
2227,20409,201602,1,
2228,20409,201603,4,
2229,20409,201606,3,
2230,20409,201607,5,
2231,20409,201609,5,
2232,20409,201610,7,
2233,20409,201611,1,
2234,20409,201702,2,
2235,20409,201707,9,
2236,20409,201708,35,
2237,20409,201709,89,2
2238,20409,201710,65,
2239,20409,201711,67,
2240,20409,201712,133,4
2241,20409,201801,302,1
2242,20409,201802,299,5
2243,20409,201803,268,8
2244,20409,201804,153,2
2245,20410,201308,4,
2246,20410,201309,4,
2247,20410,201310,3,
2248,20410,201311,3,
2249,20410,201312,13,
2250,20410,201403,3,
2251,20410,201404,1,
2252,20410,201405,1,
2253,20410,201406,2,
2254,20410,201407,8,
2255,20410,201408,1,
2256,20410,201503,12,1
2257,20410,201504,36,1
2258,20410,201505,58,3
2259,20410,201506,44,1
2260,20410,201507,40,2
2261,20410,201508,15,3
2262,20410,201509,7,2
2263,20410,201510,6,1
2264,20410,201511,4,
2265,20410,201512,2,
2266,20410,201601,20,1
2267,20410,201603,1,
2268,20410,201604,1,
2269,20410,201605,1,1
2270,20410,201607,59,
2271,20410,201608,3,
2272,20410,201611,12,
2273,20410,201612,12,
2274,20410,201701,2,
2275,20410,201702,7,
2276,20411,201309,1,
2277,20411,201310,1,
2278,20411,201311,1,
2279,20411,201401,3,
2280,20411,201404,3,
2281,20411,201405,1,
2282,20411,201406,1,
2283,20411,201407,6,
2284,20411,201410,5,
2285,20411,201502,7,
2286,20411,201504,2,
2287,20411,201505,1,
2288,20411,201506,17,
2289,20411,201507,22,
2290,20411,201508,8,
2291,20411,201509,3,
2292,20411,201510,7,
2293,20411,201511,11,1
2294,20411,201601,10,
2295,20411,201602,15,
2296,20411,201603,12,
2297,20411,201604,9,
2298,20411,201605,8,
2299,20411,201606,20,
2300,20411,201607,74,
2301,20411,201608,34,
2302,20411,201609,16,
2303,20411,201610,3,
2304,20411,201611,3,
2305,20411,201701,15,
2306,20411,201702,5,
2307,20411,201703,11,
2308,20411,201704,11,
2309,20411,201705,29,
2310,20411,201706,9,
2311,20411,201707,5,
2312,20411,201708,5,
2313,20411,201709,32,
2314,20411,201710,1,
2315,20411,201711,41,
2316,20411,201712,5,
2317,20411,201801,36,
2318,20411,201802,25,
2319,20411,201803,43,2
2320,20411,201804,39,
2321,20436,201310,1,
2322,20436,201402,1,
2323,20436,201409,1,
2324,20457,201311,1,
2325,20457,201312,11,
2326,20457,201401,4,
2327,20457,201402,6,
2328,20457,201403,11,
2329,20457,201404,2,
2330,20457,201405,1,2
2331,20457,201406,2,
2332,20457,201407,1,1
2333,20457,201408,1,
2334,20457,201409,2,
2335,20457,201410,1,
2336,20457,201412,1,
2337,20457,201501,28,
2338,20457,201502,24,1
2339,20457,201503,12,
2340,20457,201504,25,1
2341,20457,201505,11,1
2342,20457,201506,15,2
2343,20457,201507,34,1
2344,20457,201508,28,
2345,20457,201509,23,1
2346,20457,201510,23,
2347,20457,201512,6,
2348,20457,201601,23,
2349,20457,201602,13,
2350,20457,201603,35,
2351,20457,201604,16,
2352,20457,201605,53,
2353,20457,201606,77,1
2354,20457,201607,135,1
2355,20457,201608,70,
2356,20457,201609,87,
2357,20457,201610,64,1
2358,20457,201611,64,
2359,20457,201612,64,
2360,20457,201701,84,
2361,20457,201702,69,1
2362,20457,201703,58,
2363,20457,201704,91,
2364,20457,201705,87,2
2365,20457,201706,68,2
2366,20457,201707,101,1
2367,20457,201708,64,
