,installer_id,market,year,own_price,other_prices
4059,21335.0,20.0,2018.0,,
4064,21412.0,20.0,2016.0,,3.469066619873047
4072,21412.0,20.0,2017.0,,3.2683703899383545
4084,21412.0,20.0,2018.0,,
4088,1027.0,21.0,2014.0,,
4090,1027.0,21.0,2015.0,,2.389912366867065
4102,1027.0,21.0,2016.0,,3.4015607833862305
4105,4386.0,21.0,2015.0,2.389912366867065,
4109,4386.0,21.0,2016.0,3.4015607833862305,
4121,4386.0,21.0,2017.0,,
4133,4386.0,21.0,2018.0,,
4135,20033.0,21.0,2013.0,,
4140,20033.0,21.0,2014.0,,
4152,20033.0,21.0,2015.0,,2.389912366867065
4164,20033.0,21.0,2016.0,,3.4015607833862305
4173,20511.0,21.0,2014.0,,
4185,20511.0,21.0,2015.0,,2.389912366867065
4197,20511.0,21.0,2016.0,,3.4015607833862305
4209,20511.0,21.0,2017.0,,
4221,20511.0,21.0,2018.0,,
4225,20587.0,21.0,2014.0,,
4227,20587.0,21.0,2015.0,,2.389912366867065
4239,20587.0,21.0,2016.0,,3.4015607833862305
4251,20587.0,21.0,2017.0,,
4263,20606.0,21.0,2014.0,,
4265,20606.0,21.0,2015.0,,2.389912366867065
4277,20606.0,21.0,2016.0,,3.4015607833862305
4289,20606.0,21.0,2017.0,,
4301,20606.0,21.0,2018.0,,
4306,20919.0,21.0,2017.0,,
4308,20919.0,21.0,2018.0,,
4313,21616.0,21.0,2017.0,,
4317,21616.0,21.0,2018.0,,
4322,21738.0,21.0,2016.0,,3.4015607833862305
4324,21738.0,21.0,2017.0,,
4336,21738.0,21.0,2018.0,,
4338,21860.0,21.0,2017.0,,
4344,22548.0,21.0,2017.0,,
4349,22548.0,21.0,2018.0,,
4353,22967.0,21.0,2018.0,,
4356,20666.0,22.0,2015.0,,
4362,20666.0,22.0,2016.0,,
4374,20666.0,22.0,2017.0,,
4386,20666.0,22.0,2018.0,,
4387,20667.0,22.0,2014.0,,
4389,20667.0,22.0,2015.0,,
4401,20667.0,22.0,2016.0,,
4413,20667.0,22.0,2017.0,,
4425,20667.0,22.0,2018.0,,
4429,21375.0,22.0,2016.0,,
4439,21375.0,22.0,2017.0,,
4451,21375.0,22.0,2018.0,,
4453,21514.0,22.0,2016.0,,
4460,21514.0,22.0,2017.0,,
4472,22779.0,22.0,2018.0,,
4475,21211.0,23.0,2016.0,,
4484,21211.0,23.0,2017.0,,
4491,22298.0,23.0,2017.0,,
4497,22298.0,23.0,2018.0,,
4499,21942.0,24.0,2017.0,,
4508,21942.0,24.0,2018.0,,
4512,22468.0,24.0,2017.0,,
4517,22468.0,24.0,2018.0,,
4521,1364.0,25.0,2014.0,,3.4898945490519204
4531,1364.0,25.0,2015.0,5.395199775695801,3.877107858657837
4543,1364.0,25.0,2016.0,2.798245429992676,4.332257390022278
4555,1364.0,25.0,2017.0,3.5618278980255127,3.5146085023880005
4565,1774.0,25.0,2017.0,3.788689613342285,3.4578930735588074
4569,1774.0,25.0,2018.0,,
4574,20049.0,25.0,2017.0,,3.524052381515503
4578,20049.0,25.0,2018.0,,
4583,21196.0,25.0,2015.0,,4.18072624206543
4587,21196.0,25.0,2016.0,,4.025454998016357
4599,21196.0,25.0,2017.0,,3.524052381515503
4611,21196.0,25.0,2018.0,,
4615,21213.0,25.0,2015.0,4.590364456176758,4.078316688537598
4618,21213.0,25.0,2016.0,4.313646316528319,3.9534071683883667
4630,21213.0,25.0,2017.0,2.844704389572144,3.6938893795013428
4636,21609.0,25.0,2016.0,,4.025454998016357
4641,21609.0,25.0,2017.0,,3.524052381515503
4646,21817.0,25.0,2017.0,4.5770463943481445,3.2608038783073425
4658,21817.0,25.0,2018.0,,
4663,21996.0,25.0,2017.0,,3.524052381515503
4667,22371.0,25.0,2017.0,,3.524052381515503
4674,22594.0,25.0,2017.0,,3.524052381515503
4678,22594.0,25.0,2018.0,,
4683,22653.0,25.0,2017.0,2.8479936122894287,3.6930670738220215
4687,22653.0,25.0,2018.0,,
4692,22678.0,25.0,2017.0,,3.524052381515503
4696,22678.0,25.0,2018.0,,
4697,22729.0,25.0,2017.0,,3.524052381515503
4698,22729.0,25.0,2018.0,,
4703,22803.0,25.0,2017.0,,3.524052381515503
4704,22803.0,25.0,2018.0,,
4709,23027.0,25.0,2018.0,,
4711,21286.0,26.0,2017.0,,
4715,21286.0,26.0,2018.0,,
4720,22003.0,26.0,2017.0,,
4723,22003.0,26.0,2018.0,,
4725,21189.0,27.0,2016.0,,
4733,21260.0,27.0,2015.0,,
4735,21260.0,27.0,2016.0,,
4747,21260.0,27.0,2017.0,,
4756,20397.0,28.0,2013.0,,
4758,20397.0,28.0,2014.0,,
4770,20397.0,28.0,2015.0,,
4782,20397.0,28.0,2016.0,,
4794,20397.0,28.0,2017.0,,
4806,20397.0,28.0,2018.0,,
4811,20731.0,28.0,2015.0,,
4812,21376.0,28.0,2016.0,,
4821,21376.0,28.0,2017.0,,
4825,21658.0,28.0,2016.0,,
4827,21812.0,28.0,2016.0,,
4828,21812.0,28.0,2017.0,,
4829,22904.0,28.0,2018.0,,
4833,2042.0,29.0,2015.0,,
4835,2042.0,29.0,2016.0,,
4847,2042.0,29.0,2017.0,,
4859,2042.0,29.0,2018.0,,
4864,20395.0,29.0,2016.0,,
4876,20395.0,29.0,2017.0,,
4888,20395.0,29.0,2018.0,,
4892,20101.0,30.0,2013.0,4.2273430824279785,
4896,20101.0,30.0,2014.0,3.527881622314453,
4908,20101.0,30.0,2015.0,3.520310163497925,3.365384817123413
4920,20101.0,30.0,2016.0,4.002232074737549,2.8042945861816406
4932,20101.0,30.0,2017.0,3.1201360225677486,2.891981840133667
4944,20101.0,30.0,2018.0,,
4949,20341.0,30.0,2014.0,,3.527881622314453
4960,20341.0,30.0,2015.0,,3.442847490310669
4972,20341.0,30.0,2016.0,,3.4032633304595947
4984,20341.0,30.0,2017.0,,3.006058931350708
4996,20341.0,30.0,2018.0,,
5001,21102.0,30.0,2016.0,,3.4032633304595947
5012,21102.0,30.0,2017.0,,3.006058931350708
5024,21102.0,30.0,2018.0,,
5028,21382.0,30.0,2016.0,,3.4032633304595947
5038,21382.0,30.0,2017.0,,3.006058931350708
5050,21382.0,30.0,2018.0,,
5055,21723.0,30.0,2016.0,,3.4032633304595947
5058,21723.0,30.0,2017.0,,3.006058931350708
5070,21723.0,30.0,2018.0,,
5075,22330.0,30.0,2017.0,,3.006058931350708
5083,22330.0,30.0,2018.0,,
5085,22509.0,30.0,2017.0,2.891981840133667,3.1201360225677486
5090,22509.0,30.0,2018.0,,
5095,1397.0,31.0,2013.0,,4.6761627197265625
5097,1397.0,31.0,2014.0,,3.725818634033203
5109,1397.0,31.0,2015.0,,3.7937108278274536
5121,1397.0,31.0,2016.0,,3.86427915096283
5133,1397.0,31.0,2017.0,,3.865581512451172
5145,1397.0,31.0,2018.0,,
5150,6515.0,31.0,2014.0,,3.725818634033203
5161,6515.0,31.0,2015.0,,3.7937108278274536
5173,6515.0,31.0,2016.0,,3.86427915096283
5185,6515.0,31.0,2017.0,,3.865581512451172
5197,6515.0,31.0,2018.0,,
5202,20574.0,31.0,2014.0,,3.725818634033203
5211,20574.0,31.0,2015.0,,3.7937108278274536
5223,20574.0,31.0,2016.0,,3.86427915096283
5235,20574.0,31.0,2017.0,,3.865581512451172
5247,20574.0,31.0,2018.0,,
5248,21218.0,31.0,2015.0,3.5997791290283203,3.987642526626587
5251,21218.0,31.0,2016.0,3.6952664852142334,4.033291816711427
5263,21218.0,31.0,2017.0,3.752401113510132,3.978761911392212
5275,21218.0,31.0,2018.0,,
5280,21517.0,31.0,2016.0,4.033291816711427,3.6952664852142334
5287,21517.0,31.0,2017.0,3.978761911392212,3.752401113510132
5299,21517.0,31.0,2018.0,,
5304,21810.0,31.0,2016.0,,3.86427915096283
5305,21810.0,31.0,2017.0,,3.865581512451172
5314,21878.0,31.0,2017.0,,3.865581512451172
5322,21878.0,31.0,2018.0,,
5326,22369.0,31.0,2017.0,,3.865581512451172
5333,22369.0,31.0,2018.0,,
5338,22580.0,31.0,2017.0,,3.865581512451172
5341,22580.0,31.0,2018.0,,
5346,20409.0,32.0,2016.0,3.351804256439209,
5358,20409.0,32.0,2017.0,3.4406471252441406,
5370,20409.0,32.0,2018.0,,
5375,22358.0,32.0,2017.0,,3.4406471252441406
5379,1013.0,33.0,2014.0,3.751891613006592,3.644434928894043
5380,1013.0,33.0,2015.0,10.156904220581056,3.515116512775421
5392,1013.0,33.0,2016.0,3.888291120529175,3.3594842553138733
5404,1013.0,33.0,2017.0,3.71262264251709,2.876634955406189
5413,20009.0,33.0,2013.0,,4.218321323394775
5423,20009.0,33.0,2014.0,,3.67129909992218
5425,20021.0,33.0,2014.0,3.645966291427612,3.6797433694203696
5434,20021.0,33.0,2015.0,4.007390022277832,5.052495062351227
5446,20021.0,33.0,2016.0,3.471391439437866,3.4637091755867004
5458,20021.0,33.0,2017.0,2.8533804416656494,3.091445505619049
5470,20021.0,33.0,2018.0,,
5475,20359.0,33.0,2015.0,3.2270236015319824,5.247586667537689
5478,20359.0,33.0,2016.0,3.134040117263794,3.5480470061302185
5490,20359.0,33.0,2017.0,2.667123556137085,3.13800972700119
5502,20359.0,33.0,2018.0,,
5507,20457.0,33.0,2013.0,,4.218321323394775
5508,20457.0,33.0,2014.0,3.4211111068725586,3.754695097605387
5520,20457.0,33.0,2015.0,3.5140480995178223,5.175830543041229
5532,20457.0,33.0,2016.0,3.4832277297973637,3.460750102996826
5544,20457.0,33.0,2017.0,2.528782844543457,3.172594904899597
5556,20457.0,33.0,2018.0,,
5560,21331.0,33.0,2016.0,,3.4652456283569335
5566,21562.0,33.0,2016.0,3.3492777347564697,3.4942376017570496
5573,21562.0,33.0,2017.0,3.4572529792785645,2.9404773712158203
5577,21882.0,33.0,2017.0,,3.0438324928283693
5586,21882.0,33.0,2018.0,,
5591,22296.0,33.0,2017.0,,3.0438324928283693
5599,22296.0,33.0,2018.0,,
5600,22965.0,33.0,2018.0,,
5602,857.0,34.0,2013.0,4.134150505065918,4.007427453994751
5607,857.0,34.0,2014.0,3.5,3.4188137650489803
5619,857.0,34.0,2015.0,,3.608972907066345
5631,857.0,34.0,2016.0,,3.7823498249053955
5643,857.0,34.0,2017.0,,3.517315149307251
5655,857.0,34.0,2018.0,,
5660,1985.0,34.0,2017.0,3.318760633468628,3.5834999879201255
5664,20054.0,34.0,2013.0,,4.049668471018474
5674,20054.0,34.0,2014.0,,3.4350510120391844
5686,20054.0,34.0,2015.0,,3.608972907066345
5698,20054.0,34.0,2016.0,,3.7823498249053955
5710,20054.0,34.0,2017.0,,3.517315149307251
5722,20054.0,34.0,2018.0,,
5727,20137.0,34.0,2013.0,,4.049668471018474
5736,20137.0,34.0,2014.0,,3.4350510120391844
5748,20137.0,34.0,2015.0,,3.608972907066345
5760,20137.0,34.0,2016.0,,3.7823498249053955
5772,20137.0,34.0,2017.0,,3.517315149307251
5784,20137.0,34.0,2018.0,,
5789,20145.0,34.0,2014.0,,3.4350510120391844
5797,20145.0,34.0,2015.0,,3.608972907066345
5809,20145.0,34.0,2016.0,,3.7823498249053955
5821,20145.0,34.0,2017.0,,3.517315149307251
5833,20145.0,34.0,2018.0,,
5837,20317.0,34.0,2013.0,,4.049668471018474
5841,20317.0,34.0,2014.0,,3.4350510120391844
5853,20317.0,34.0,2015.0,,3.608972907066345
5865,20317.0,34.0,2016.0,,3.7823498249053955
5877,20317.0,34.0,2017.0,,3.517315149307251
5889,20317.0,34.0,2018.0,,
5892,20552.0,34.0,2014.0,,3.4350510120391844
5899,20552.0,34.0,2015.0,,3.608972907066345
5911,20552.0,34.0,2016.0,4.518290996551514,3.4143792390823364
5923,20552.0,34.0,2017.0,4.432627201080322,3.2122111320495605
5931,20622.0,34.0,2015.0,3.609612464904785,3.608333349227905
5942,20622.0,34.0,2016.0,3.283473014831543,4.031788229942322
5954,21238.0,34.0,2015.0,,3.608972907066345
5956,21238.0,34.0,2016.0,,3.7823498249053955
5965,21250.0,34.0,2015.0,,3.608972907066345
5967,21250.0,34.0,2016.0,,3.7823498249053955
5970,21288.0,34.0,2016.0,,3.7823498249053955
5982,21288.0,34.0,2017.0,,3.517315149307251
5994,21288.0,34.0,2018.0,,
5999,21368.0,34.0,2016.0,,3.7823498249053955
6009,21368.0,34.0,2017.0,,3.517315149307251
6021,21368.0,34.0,2018.0,,
6025,21447.0,34.0,2016.0,,3.7823498249053955
6033,21447.0,34.0,2017.0,,3.517315149307251
6043,21587.0,34.0,2016.0,,3.7823498249053955
6049,21587.0,34.0,2017.0,,3.517315149307251
6061,21587.0,34.0,2018.0,,
6065,21660.0,34.0,2016.0,,3.7823498249053955
6070,21660.0,34.0,2017.0,,3.517315149307251
6082,21660.0,34.0,2018.0,,
6087,21712.0,34.0,2016.0,,3.7823498249053955
6090,21712.0,34.0,2017.0,,3.517315149307251
6093,21721.0,34.0,2016.0,,3.7823498249053955
6095,21721.0,34.0,2017.0,,3.517315149307251
6096,21902.0,34.0,2017.0,,3.517315149307251
6106,21902.0,34.0,2018.0,,
6111,22321.0,34.0,2017.0,3.134796142578125,3.6448214848836265
6113,22353.0,34.0,2017.0,,3.517315149307251
6119,22363.0,34.0,2017.0,,3.517315149307251
6121,22862.0,34.0,2018.0,,
6125,551.0,35.0,2014.0,4.250046253204347,3.9894755681355796
6137,551.0,35.0,2015.0,4.114959239959717,4.07003132502238
6149,551.0,35.0,2016.0,3.895169496536255,4.402362664540608
6161,551.0,35.0,2017.0,3.6247286796569824,3.7093645334243774
6173,551.0,35.0,2018.0,,
6178,1649.0,35.0,2014.0,4.589758396148682,3.8762381871541343
6181,1649.0,35.0,2015.0,4.728264808654785,3.865596135457357
6193,1649.0,35.0,2016.0,4.644608497619629,4.152549664179484
6205,1901.0,35.0,2016.0,,4.27556437253952
6214,1901.0,35.0,2017.0,,3.681152582168579
6226,1901.0,35.0,2018.0,,
6228,6519.0,35.0,2013.0,,4.41941910982132
6238,6519.0,35.0,2014.0,,4.054618239402771
6250,6519.0,35.0,2015.0,,4.081263303756714
6262,6519.0,35.0,2016.0,,4.27556437253952
6274,6519.0,35.0,2017.0,,3.681152582168579
6286,6519.0,35.0,2018.0,,
6287,6520.0,35.0,2013.0,,4.41941910982132
6297,6520.0,35.0,2014.0,,4.054618239402771
6309,6520.0,35.0,2015.0,,4.081263303756714
6321,6520.0,35.0,2016.0,4.25,4.284085830052693
6333,6520.0,35.0,2017.0,,3.681152582168579
6345,6520.0,35.0,2018.0,,
6350,6521.0,35.0,2013.0,,4.41941910982132
6359,6521.0,35.0,2014.0,,4.054618239402771
6371,6521.0,35.0,2015.0,,4.081263303756714
6383,6521.0,35.0,2016.0,,4.27556437253952
6395,6521.0,35.0,2017.0,,3.681152582168579
6401,20106.0,35.0,2013.0,,4.41941910982132
6402,20627.0,35.0,2014.0,,4.054618239402771
6408,20627.0,35.0,2015.0,,4.081263303756714
6420,20627.0,35.0,2016.0,,4.27556437253952
6432,20627.0,35.0,2017.0,,3.681152582168579
6444,20627.0,35.0,2018.0,,
6448,20778.0,35.0,2015.0,,4.081263303756714
6458,20778.0,35.0,2016.0,,4.27556437253952
6470,20778.0,35.0,2017.0,,3.681152582168579
6482,20778.0,35.0,2018.0,,
6487,21083.0,35.0,2016.0,,4.27556437253952
6488,21083.0,35.0,2017.0,,3.681152582168579
6489,21138.0,35.0,2015.0,,4.081263303756714
6493,21138.0,35.0,2016.0,,4.27556437253952
6505,21138.0,35.0,2017.0,,3.681152582168579
6517,21138.0,35.0,2018.0,,
6522,21364.0,35.0,2017.0,,3.681152582168579
6528,21509.0,35.0,2016.0,,4.27556437253952
6535,21537.0,35.0,2016.0,,4.27556437253952
6542,21537.0,35.0,2017.0,,3.681152582168579
6544,21569.0,35.0,2016.0,,4.27556437253952
6548,21569.0,35.0,2017.0,,3.681152582168579
6553,21585.0,35.0,2016.0,,4.27556437253952
6556,21688.0,35.0,2016.0,,4.27556437253952
6559,21688.0,35.0,2017.0,,3.681152582168579
6560,21793.0,35.0,2016.0,,4.27556437253952
6561,21793.0,35.0,2017.0,,3.681152582168579
6573,21793.0,35.0,2018.0,,
6578,21953.0,35.0,2017.0,3.289538145065308,3.8769598007202144
6584,22834.0,35.0,2018.0,,
6588,22985.0,35.0,2018.0,,
6590,22997.0,35.0,2018.0,,
6592,424.0,36.0,2013.0,4.699999809265137,4.564193322108342
6594,424.0,36.0,2014.0,3.6603775024414062,4.236773300170898
6606,424.0,36.0,2015.0,3.9892125129699703,4.346382542089983
6618,424.0,36.0,2016.0,3.706000328063965,4.048278262217839
6630,424.0,36.0,2017.0,3.4703381061553955,3.7690835649316963
6642,424.0,36.0,2018.0,,
6647,554.0,36.0,2013.0,,4.573893785476685
6657,554.0,36.0,2014.0,,4.200748562812805
6669,554.0,36.0,2015.0,,4.330853410389112
6681,554.0,36.0,2016.0,,4.034587144851685
6693,554.0,36.0,2017.0,,3.7560946319414223
6705,554.0,36.0,2018.0,,
6710,556.0,36.0,2017.0,3.460194826126098,3.769544623114846
6714,613.0,36.0,2017.0,3.2678737640380864,3.778286489573392
6720,613.0,36.0,2018.0,,
6722,713.0,36.0,2016.0,4.309119701385498,4.023148288329442
6729,713.0,36.0,2017.0,3.9076449871063232,3.7492059794339267
6741,713.0,36.0,2018.0,,
6746,1034.0,36.0,2015.0,,4.330853410389112
6758,1034.0,36.0,2016.0,3.0999999046325684,4.073528279860814
6770,1034.0,36.0,2017.0,3.316666603088379,3.7760686332529243
6773,6356.0,36.0,2013.0,4.8108553886413565,4.555665969848633
6783,6356.0,36.0,2014.0,4.59764289855957,4.174288940429688
6795,6394.0,36.0,2013.0,,4.573893785476685
6806,6394.0,36.0,2014.0,,4.200748562812805
6818,6394.0,36.0,2015.0,,4.330853410389112
6830,6394.0,36.0,2016.0,,4.034587144851685
6842,6394.0,36.0,2017.0,,3.7560946319414223
6851,6449.0,36.0,2013.0,5.54784107208252,4.498974763430082
6862,6449.0,36.0,2014.0,4.489380359649658,4.1815064430236815
6874,6449.0,36.0,2015.0,4.315327167510986,4.331559148701754
6886,6449.0,36.0,2016.0,4.266846656799316,4.0249096651872
6887,6507.0,36.0,2013.0,4.285504341125488,4.596077588888315
6898,6507.0,36.0,2014.0,3.8155608177185063,4.226427745819092
6910,6507.0,36.0,2015.0,5.5106048583984375,4.277228344570506
6922,6507.0,36.0,2016.0,3.9335238933563232,4.038798113663991
6934,6507.0,36.0,2017.0,3.5095787048339844,3.7672999013553965
6943,20162.0,36.0,2013.0,6.34871768951416,4.437368869781494
6949,20162.0,36.0,2014.0,4.3432631492614755,4.191247590382894
6961,20162.0,36.0,2015.0,4.027755260467528,4.344630599021912
6973,20162.0,36.0,2016.0,3.957888841629028,4.037782907485962
6985,20162.0,36.0,2017.0,3.950116395950317,3.747275460850109
6997,20162.0,36.0,2018.0,,
7002,20163.0,36.0,2013.0,5.087508678436278,4.534384947556716
7010,20163.0,36.0,2014.0,4.9121360778808585,4.153322728474935
7022,20163.0,36.0,2015.0,5.0867180824279785,4.296495925296437
7028,20301.0,36.0,2016.0,,4.034587144851685
7039,20301.0,36.0,2017.0,,3.7560946319414223
7051,20301.0,36.0,2018.0,,
7054,20365.0,36.0,2016.0,,4.034587144851685
7059,20365.0,36.0,2017.0,,3.7560946319414223
7060,20383.0,36.0,2015.0,4.67864465713501,4.315044717355208
7072,20383.0,36.0,2016.0,4.073789119720459,4.032953729232152
7084,20383.0,36.0,2017.0,3.375311374664306,3.7734029618176548
7096,20383.0,36.0,2018.0,,
7100,20410.0,36.0,2013.0,4.170485496520996,4.604925192319429
7104,20410.0,36.0,2014.0,4.420129776000977,4.18612314860026
7116,20410.0,36.0,2015.0,4.067152976989746,4.342839793725447
7128,20410.0,36.0,2016.0,4.581639766693115,4.011793285608292
7140,20410.0,36.0,2017.0,3.996904373168945,3.7451487346128984
7143,20629.0,36.0,2014.0,,4.200748562812805
7147,20629.0,36.0,2015.0,3.7686378955841056,4.356408661062067
7159,20629.0,36.0,2016.0,3.4954545497894287,4.057051002979279
7171,20629.0,36.0,2017.0,,3.7560946319414223
7183,20629.0,36.0,2018.0,,
7188,20733.0,36.0,2015.0,,4.330853410389112
7198,20733.0,36.0,2016.0,,4.034587144851685
7210,20733.0,36.0,2017.0,,3.7560946319414223
7222,20733.0,36.0,2018.0,,
7227,20769.0,36.0,2016.0,,4.034587144851685
7232,20769.0,36.0,2017.0,,3.7560946319414223
7244,20769.0,36.0,2018.0,,
7249,20935.0,36.0,2015.0,4.043898105621338,4.343896833333102
7258,20935.0,36.0,2016.0,4.472783088684082,4.016328980525334
7262,20965.0,36.0,2016.0,,4.034587144851685
7270,20965.0,36.0,2017.0,,3.7560946319414223
7282,20965.0,36.0,2018.0,,
7287,21143.0,36.0,2016.0,3.519771814346313,4.056037783622742
7298,21143.0,36.0,2017.0,3.247508764266968,3.77921217138117
7310,21143.0,36.0,2018.0,,
7315,21269.0,36.0,2015.0,5.714285850524902,4.2679701176556675
7316,21269.0,36.0,2016.0,3.944075584411621,4.038358459870021
7328,21269.0,36.0,2017.0,4.25536060333252,3.733400724150918
7340,21269.0,36.0,2018.0,,
7342,21316.0,36.0,2016.0,3.8258092403411865,4.043286224206288
7354,21316.0,36.0,2017.0,3.794832706451416,3.754333810372786
7366,21316.0,36.0,2018.0,,
7371,21348.0,36.0,2016.0,,4.034587144851685
7378,21348.0,36.0,2017.0,,3.7560946319414223
7384,21363.0,36.0,2017.0,3.7902207374572754,3.7545434453270654
7390,21363.0,36.0,2018.0,,
7395,21457.0,36.0,2016.0,,4.034587144851685
7403,21457.0,36.0,2017.0,,3.7560946319414223
7415,21457.0,36.0,2018.0,,
7420,21592.0,36.0,2016.0,4.174509525299071,4.028757045666377
7426,21592.0,36.0,2017.0,3.470661163330078,3.769068880514665
7438,21592.0,36.0,2018.0,,
7443,21613.0,36.0,2016.0,3.5526316165924072,4.054668625195821
7449,21613.0,36.0,2017.0,3.358323097229004,3.774175156246532
7461,21613.0,36.0,2018.0,,
7466,21672.0,36.0,2017.0,,3.7560946319414223
7476,21672.0,36.0,2018.0,,
7478,21703.0,36.0,2016.0,3.7710120677948,4.0455694397290545
7480,21703.0,36.0,2017.0,3.6892905235290527,3.7591311823238027
7492,21703.0,36.0,2018.0,,
7496,21733.0,36.0,2016.0,4.042115211486816,4.034273475408554
7498,21733.0,36.0,2017.0,4.2235026359558105,3.734848813577132
7499,22416.0,36.0,2017.0,,3.7560946319414223
7503,22584.0,36.0,2017.0,3.0891616344451904,3.786409768191251
7507,22584.0,36.0,2018.0,,
7512,22585.0,36.0,2017.0,,3.7560946319414223
7516,22585.0,36.0,2018.0,,
7519,22681.0,36.0,2017.0,4.237563133239746,3.7342097000642256
7521,22681.0,36.0,2018.0,,
7526,22992.0,36.0,2018.0,,
7528,566.0,-1.0,2013.0,4.712374687194824,4.606341679890951
7539,566.0,-1.0,2014.0,8.390096664428711,4.573142409324646
7551,566.0,-1.0,2015.0,4.1427016258239755,4.585898399353027
7563,566.0,-1.0,2016.0,3.877919912338257,3.906429100036621
7575,566.0,-1.0,2017.0,3.4298720359802246,3.3940032482147218
7587,566.0,-1.0,2018.0,,
7592,20107.0,-1.0,2013.0,,4.632849931716919
7594,20107.0,-1.0,2014.0,,5.336533260345459
7606,20107.0,-1.0,2015.0,,4.475099205970764
7618,20107.0,-1.0,2016.0,,3.9016775687535605
7630,20107.0,-1.0,2017.0,,3.399981379508972
7642,20107.0,-1.0,2018.0,,
7647,20364.0,-1.0,2014.0,,5.336533260345459
7657,20364.0,-1.0,2015.0,,4.475099205970764
7669,20364.0,-1.0,2016.0,,3.9016775687535605
7681,20364.0,-1.0,2017.0,,3.399981379508972
7693,20364.0,-1.0,2018.0,,
7698,20400.0,-1.0,2013.0,,4.632849931716919
7700,20400.0,-1.0,2014.0,,5.336533260345459
7712,20400.0,-1.0,2015.0,,4.475099205970764
7720,20642.0,-1.0,2015.0,,4.475099205970764
7722,20642.0,-1.0,2016.0,,3.9016775687535605
7734,20642.0,-1.0,2017.0,,3.399981379508972
7746,20642.0,-1.0,2018.0,,
7750,20702.0,-1.0,2015.0,,4.475099205970764
7755,20702.0,-1.0,2016.0,,3.9016775687535605
7761,20916.0,-1.0,2016.0,4.762982368469238,3.729416608810425
7762,20916.0,-1.0,2017.0,4.295456886291504,3.2208862781524656
7768,20938.0,-1.0,2015.0,,4.475099205970764
7771,20938.0,-1.0,2016.0,,3.9016775687535605
7783,20938.0,-1.0,2017.0,,3.399981379508972
7795,20938.0,-1.0,2018.0,,
7800,21118.0,-1.0,2015.0,,4.475099205970764
7803,21118.0,-1.0,2016.0,,3.9016775687535605
7815,21118.0,-1.0,2017.0,,3.399981379508972
7827,21175.0,-1.0,2015.0,,4.475099205970764
7831,21175.0,-1.0,2016.0,,3.9016775687535605
7843,21175.0,-1.0,2017.0,,3.399981379508972
7855,21175.0,-1.0,2018.0,,
7860,21314.0,-1.0,2016.0,,3.9016775687535605
7867,21314.0,-1.0,2017.0,,3.399981379508972
7879,21314.0,-1.0,2018.0,,
7883,21350.0,-1.0,2017.0,3.4647028446197514,3.3870370864868162
7895,21350.0,-1.0,2018.0,,
7897,21386.0,-1.0,2016.0,,3.9016775687535605
7906,21386.0,-1.0,2017.0,,3.399981379508972
7918,21386.0,-1.0,2018.0,,
7923,21389.0,-1.0,2016.0,,3.9016775687535605
7933,21389.0,-1.0,2017.0,,3.399981379508972
7943,21392.0,-1.0,2017.0,,3.399981379508972
7953,21395.0,-1.0,2016.0,3.4999997615814213,3.982013130187988
7963,21395.0,-1.0,2017.0,2.8751046657562256,3.5049567222595215
7975,21395.0,-1.0,2018.0,,
7979,21414.0,-1.0,2016.0,,3.9016775687535605
7983,21414.0,-1.0,2017.0,,3.399981379508972
7995,21414.0,-1.0,2018.0,,
7999,21455.0,-1.0,2016.0,,3.9016775687535605
8006,21455.0,-1.0,2017.0,,3.399981379508972
8018,21455.0,-1.0,2018.0,,
8023,21534.0,-1.0,2016.0,,3.9016775687535605
8030,21534.0,-1.0,2017.0,,3.399981379508972
8042,21534.0,-1.0,2018.0,,
8047,21541.0,-1.0,2017.0,,3.399981379508972
8053,21541.0,-1.0,2018.0,,
8058,21567.0,-1.0,2016.0,3.8138723373413086,3.9192386150360106
8064,21567.0,-1.0,2017.0,3.123836040496826,3.4552104473114014
8071,21709.0,-1.0,2016.0,,3.9016775687535605
8073,21709.0,-1.0,2017.0,,3.399981379508972
8074,21862.0,-1.0,2017.0,,3.399981379508972
8082,22375.0,-1.0,2017.0,,3.399981379508972
8089,22375.0,-1.0,2018.0,,
8094,22421.0,-1.0,2017.0,,3.399981379508972
8098,22731.0,-1.0,2018.0,,
8102,22773.0,-1.0,2017.0,3.2109158039093018,3.437794494628906
8103,22773.0,-1.0,2018.0,,
8107,22790.0,-1.0,2017.0,,3.399981379508972
8108,22790.0,-1.0,2018.0,,
