,index,text_d_self_mean,text_d_self_std,text_d_self_min,text_d_self_p25,text_d_self_p50,text_d_self_p75,text_d_self_max
62,81,0.193693083524704,0.08156084860578847,0.0,0.20236873626708984,0.20703065395355225,0.21806633472442627,0.28553032875061035
63,82,0.10723146862453885,0.04547235489709924,0.03935122489929199,0.06955838203430176,0.10905903577804564,0.13704270124435425,0.2304034829139709
64,83,0.15320366621017456,,0.15320366621017456,0.15320366621017456,0.15320366621017456,0.15320366621017456,0.15320366621017456
65,84,0.12702548720619894,0.04758245344006561,0.05319046974182129,0.08872312307357788,0.12503069639205933,0.1700204610824585,0.2288199067115784
66,85,0.11723987460136413,0.017096361003649346,0.08491134643554688,0.11458908021450044,0.12119981646537782,0.12928353250026703,0.13605374097824094
67,86,0.23784331480662027,0.10452420964836195,0.1218230128288269,0.1508810967206955,0.23720294237136844,0.33107319474220276,0.34636056423187256
68,89,0.1372151289667402,0.04423076572338217,0.08491134643554688,0.10947531461715697,0.12419193983078004,0.17836648225784302,0.22367525100708008
69,90,0.08791251977284749,0.026574176511973045,0.052819132804870605,0.06063783168792725,0.08949476480484009,0.10990816354751587,0.1328486204147339
70,91,0.0700678037745612,0.024515480434396414,0.0,0.054532915353775024,0.06805074214935303,0.08681431412696838,0.11722308397293092
71,92,0.12533624334768814,0.04542340248624089,0.05319046974182129,0.0884910523891449,0.12099510431289673,0.16585801541805267,0.2288199067115784
72,94,0.08463096076791937,0.03204425715744502,0.0,0.06317582726478577,0.07996538281440735,0.09962123632431032,0.16022032499313354
73,95,0.1295759848185948,0.04158546540228306,0.08491134643554688,0.09860792756080626,0.11484584212303162,0.14028966426849362,0.22367525100708008
74,96,0.20335500637690226,0.07458729560423702,0.0,0.19132989645004272,0.20703065395355225,0.2269898056983948,0.31959807872772217
75,97,0.21478891372680664,,0.21478891372680664,0.21478891372680664,0.21478891372680664,0.21478891372680664,0.21478891372680664
76,98,0.055358469486236565,,0.055358469486236565,0.055358469486236565,0.055358469486236565,0.055358469486236565,0.055358469486236565
77,99,0.10656713138927112,0.042274964196429475,0.03935122489929199,0.07235121726989746,0.09775954484939577,0.13357660174369812,0.2304034829139709
78,100,0.08539702423981257,0.026268360650150344,0.04900556802749634,0.06021621823310853,0.08331900835037231,0.10958535969257353,0.1328486204147339
79,101,0.06875574588775635,,0.06875574588775635,0.06875574588775635,0.06875574588775635,0.06875574588775635,0.06875574588775635
80,102,0.120076617369285,0.0461655240673115,0.04751086235046387,0.08108386397361755,0.10266956686973572,0.1627454310655594,0.2288199067115784
81,103,0.13958619823568894,0.09228130523154149,0.028929352760314938,0.08242720365524292,0.11303889751434325,0.15975236892700195,0.4662773013114929
82,104,0.17146041279747373,0.05199829424923401,0.08208233118057251,0.1287630796432495,0.1924622654914856,0.2116755247116089,0.26364666223526
83,105,0.12508290509382883,0.04038488715362287,0.08042502403259277,0.09574779868125916,0.11377039551734924,0.1335348337888718,0.22367525100708008
84,106,0.18445555369059244,0.02681883144387311,0.16388839483261108,0.16928887367248535,0.17468935251235962,0.19473913311958313,0.21478891372680664
85,107,0.2194066047668457,0.10356925181602422,0.1218230128288269,0.1319780796766281,0.15954452753067017,0.33107319474220276,0.35654562711715704
86,108,0.1455206274986267,,0.1455206274986267,0.1455206274986267,0.1455206274986267,0.1455206274986267,0.1455206274986267
87,110,0.11225895086924235,0.038153225573234306,0.046848416328430176,0.08474136888980865,0.10679695010185242,0.1353387087583542,0.21305781602859492
88,111,0.133853391011556,0.09068954816046172,0.028929352760314938,0.07470183074474335,0.10965603590011595,0.15200860798358917,0.4662773013114929
89,113,0.1418369770050049,0.026154033917871827,0.0931350588798523,0.13312079012393951,0.14265191555023193,0.1637020856142044,0.1727696657180786
90,114,0.11592660893450726,0.04547559024295564,0.04751086235046387,0.07883533835411072,0.09984350204467772,0.1586611270904541,0.2288199067115784
91,116,0.12879608311350382,0.08769553614459476,0.028929352760314938,0.07293818891048431,0.108139306306839,0.14876292645931244,0.4662773013114929
92,117,0.18759951988855997,0.0968986613636931,0.08478808403015138,0.08979034423828125,0.22405701875686648,0.2808871269226074,0.3097302317619324
93,118,0.11240462518873669,0.0457944997405731,0.04609853029251098,0.07216942310333252,0.09916442632675172,0.1577252745628357,0.2288199067115784
94,119,0.06503447890281677,0.010757148608975175,0.047987937927246094,0.057562559843063354,0.06600728631019592,0.07183364033699036,0.08464497327804565
95,120,0.12626807854093355,0.08735564023465765,0.028929352760314938,0.07062372565269472,0.10655161738395691,0.14256548881530762,0.4662773013114929
96,121,0.1859034768172673,0.08786323051050608,0.08478808403015138,0.09518601000308989,0.16095998883247375,0.26716348528862005,0.3097302317619324
97,122,0.10500297572586563,0.03910179831502769,0.03840959072113037,0.07313895225524902,0.10005807876586914,0.13203531503677368,0.20707571506500244
98,123,0.06506265912737165,0.010621945678256604,0.04560267925262451,0.05639463663101196,0.06676197052001953,0.07257091999053955,0.08464497327804565
99,124,0.12482357025146484,,0.12482357025146484,0.12482357025146484,0.12482357025146484,0.12482357025146484,0.12482357025146484
100,125,0.12347230831114184,0.08189441594849818,0.028929352760314938,0.0708971917629242,0.10668492317199707,0.14239287376403809,0.4662773013114929
101,126,0.1183211882909139,0.04239459634853014,0.05247527360916138,0.09097200632095337,0.10693526268005372,0.13072949647903442,0.22367525100708008
102,127,0.1845882080850147,0.09878053479343187,0.06880950927734375,0.1218230128288269,0.13261467218399048,0.30376315116882324,0.35654562711715704
103,128,0.10343485167532256,0.04132308380679608,0.03935122489929199,0.06957460939884186,0.09271582961082458,0.13221479952335358,0.2304034829139709
104,129,0.06812705312456403,0.013145296727808956,0.04560267925262451,0.05989840626716613,0.06836563348770142,0.0734095424413681,0.1049799919128418
105,130,0.14374516407648721,0.01648890677713833,0.12482357025146484,0.13809770345687866,0.15137183666229248,0.1532059609889984,0.15504008531570435
106,131,0.12103256252076891,0.08058112340182089,0.028929352760314938,0.06821423768997192,0.10470256209373474,0.14009623229503632,0.4662773013114929
107,132,0.10993331399830905,0.042930018675187184,0.04866647720336914,0.08237519860267639,0.09864982962608337,0.12199759483337402,0.22367525100708008
108,133,0.137664665778478,0.04298120260367429,0.06486892700195312,0.12632448971271515,0.1384265422821045,0.17012834548950195,0.18127989768981934
109,134,0.17610132481370652,0.09659363967836197,0.06720989942550659,0.11712589859962463,0.13446593284606934,0.19758540391921997,0.35654562711715704
110,135,0.10058821546725738,0.04004654621300897,0.03935122489929199,0.06955879926681519,0.09150144457817078,0.12469831109046937,0.2304034829139709
111,136,0.10006642511912754,0.039923493415921996,0.030417084693908688,0.06938755512237549,0.09721118211746216,0.1266661286354065,0.20707571506500244
112,137,0.06973158650928074,0.013438900630765234,0.04560267925262451,0.060641184449195855,0.07012039422988892,0.0788087546825409,0.1049799919128418
113,138,0.13003517190615335,0.03148002246140819,0.07070779800415039,0.1261512190103531,0.13913387060165405,0.15056227147579193,0.15504008531570435
114,139,0.1195324908618737,0.07989232075538293,0.028929352760314938,0.06747540831565857,0.10307198762893677,0.13866648077964783,0.4662773013114929
115,140,0.1579088568687439,0.013904029685048214,0.1455206274986267,0.1503896713256836,0.15525871515274048,0.1641029715538025,0.1729472279548645
116,141,0.10511096772076427,0.0527477418382536,0.0,0.0663299411535263,0.08814451098442078,0.13365763425827026,0.26442110538482666
117,142,0.18331985473632811,0.09235561365644926,0.0666879415512085,0.11707842350006105,0.14006966352462769,0.2629507184028625,0.35654562711715704
118,143,0.1124514416412071,0.04641666428763297,0.03903007507324219,0.07198721170425415,0.09977805614471437,0.1518322229385376,0.2322514057159424
119,144,0.06608237050197742,0.01566322020210538,0.03263700008392334,0.0560947060585022,0.0666780173778534,0.07607968151569366,0.1049799919128418
120,145,0.12006275774309133,0.07580148732506044,0.028929352760314938,0.07393574714660645,0.1048395037651062,0.13757824897766113,0.4662773013114929
121,146,0.15918543296200888,0.05345415116162082,0.07378590106964111,0.11906515061855318,0.15183979272842407,0.19949683547019953,0.26364666223526
122,147,0.10409131057468461,0.052619411484350724,0.0,0.0663299411535263,0.08694300055503845,0.13281136751174927,0.2708389163017273
123,148,0.18211768291614674,0.09162615882890725,0.0666879415512085,0.11709424853324892,0.1468292474746704,0.24403677880764008,0.4056476950645447
124,149,0.12924705147743226,0.034254314312781024,0.07070779800415039,0.1197304129600525,0.13913387060165405,0.15412302315235138,0.1625983715057373
125,150,0.05456411838531493,,0.05456411838531493,0.05456411838531493,0.05456411838531493,0.05456411838531493,0.05456411838531493
126,151,0.10584334532419841,0.05300010291657346,0.05456411838531493,0.06172393262386322,0.09310752153396606,0.1478348672389984,0.17694085836410522
127,153,0.10577831268310547,0.04527258922768944,0.05456411838531493,0.07360903918743134,0.0869591236114502,0.1478348672389984,0.17694085836410522
128,155,0.18929695089658102,0.06537433535264218,0.08968853950500487,0.16125667095184326,0.18475294113159182,0.2377744764089585,0.2677143812179565
129,157,0.0812341570854187,,0.0812341570854187,0.0812341570854187,0.0812341570854187,0.0812341570854187,0.0812341570854187
130,158,0.0925210952758789,0.025006736560088345,0.05459541082382202,0.07520163059234619,0.09542274475097656,0.10511931777000427,0.13261514902114868
131,159,0.08056855367289649,0.023643363981333203,0.035767197608947754,0.06515951454639435,0.07728520035743713,0.09617282450199127,0.13261514902114868
132,161,0.07857205000790683,0.02166147452165613,0.035767197608947754,0.06308266520500183,0.07572150230407715,0.09288561344146729,0.13261514902114868
133,162,0.15475096967485216,0.04492292837740925,0.07068997621536255,0.1242223083972931,0.15064120292663574,0.18292538821697235,0.2597994804382324
134,163,0.08163344532578856,0.025968239440852206,0.035767197608947754,0.061839014291763306,0.07762140035629272,0.09824487566947937,0.17903637886047366
135,164,0.041829526424407966,,0.041829526424407966,0.041829526424407966,0.041829526424407966,0.041829526424407966,0.041829526424407966
136,165,0.1604566428396437,0.04340417592924282,0.07068997621536255,0.1286352276802063,0.1649562120437622,0.18775224685668945,0.2597994804382324
137,168,0.08518040969091303,0.02851924210187373,0.035767197608947754,0.06343281269073488,0.08051905035972595,0.10271303355693819,0.17903637886047366
138,169,0.27018094062805176,,0.27018094062805176,0.27018094062805176,0.27018094062805176,0.27018094062805176,0.27018094062805176
139,170,0.1307293176651001,0.0777235219210523,0.041829526424407966,0.10317599773406982,0.1645224690437317,0.17517921328544617,0.18583595752716064
140,171,0.14160136381785074,0.07902071909571146,0.05367916822433472,0.10905507206916808,0.16443097591400144,0.18556246161460876,0.20669394731521606
141,172,0.2212541699409485,0.0764802365390324,0.13312089443206787,0.19679078459739685,0.26046067476272583,0.2653208076953888,0.27018094062805176
142,173,0.22778294483820596,0.18599208575718343,0.055492639541625984,0.05878499150276184,0.2082267701625824,0.40058304369449615,0.421078622341156
143,174,0.0587165355682373,,0.0587165355682373,0.0587165355682373,0.0587165355682373,0.0587165355682373,0.0587165355682373
144,176,0.15012625672600485,0.047885327828234,0.05228888988494873,0.11948743462562561,0.15031546354293826,0.18254506587982178,0.2597994804382324
145,177,0.21274112661679587,0.08434049863103077,0.12339246273040773,0.14036259055137634,0.2112741768360138,0.2677508741617203,0.3272041082382202
146,180,0.14211451375123227,0.05066324204008743,0.030603349208831787,0.11098355054855347,0.14225035905838013,0.17831598222255707,0.2597994804382324
147,181,0.08082910901621769,0.028666581792301086,0.03436708450317383,0.05946703255176545,0.07631424069404602,0.09840171039104462,0.17903637886047366
148,183,0.1366152014487829,0.05213886064412269,0.030603349208831787,0.10397265851497652,0.13934314250946045,0.1743406653404236,0.2597994804382324
149,185,0.08168007078624907,0.028687969029031445,0.03436708450317383,0.06000889837741852,0.07706484198570251,0.09889580309391022,0.17903637886047366
150,186,0.07297444343566895,,0.07297444343566895,0.07297444343566895,0.07297444343566895,0.07297444343566895,0.07297444343566895
151,187,0.13244994084040324,0.05541267246134589,0.049031317234039314,0.07915204763412476,0.12933403253555298,0.1746174693107605,0.2456454038619995
152,188,0.1309884786605835,,0.1309884786605835,0.1309884786605835,0.1309884786605835,0.1309884786605835,0.1309884786605835
153,190,0.028129637241363525,,0.028129637241363525,0.028129637241363525,0.028129637241363525,0.028129637241363525,0.028129637241363525
154,191,0.08632338047027588,0.02859470194083645,0.056577444076538086,0.0682470351457596,0.07459595799446106,0.10313864052295685,0.14378207921981812
155,192,0.08216635723830212,0.029771178679642563,0.03055405616760254,0.05932563543319703,0.07756412029266357,0.0996706485748291,0.19428449869155884
156,193,0.1298447052637736,0.03205828664957621,0.09722983837127687,0.11410915851593018,0.1309884786605835,0.14615213871002197,0.16131579875946045
157,194,0.12947243452072146,,0.12947243452072146,0.12947243452072146,0.12947243452072146,0.12947243452072146,0.12947243452072146
158,195,0.17509331703186035,0.05755754519535411,0.08968853950500487,0.14211691915988925,0.17801821231842044,0.19547183811664579,0.2677143812179565
159,196,0.09392349720001221,0.02679810464482116,0.056577444076538086,0.07081678509712219,0.09078371524810792,0.11556282639503479,0.14378207921981812
160,197,0.1579197645187378,,0.1579197645187378,0.1579197645187378,0.1579197645187378,0.1579197645187378,0.1579197645187378
161,198,0.1666079078401838,0.09150504992171253,0.0624803900718689,0.09203308820724487,0.13312089443206787,0.26046067476272583,0.3272041082382202
162,199,0.1440245509147644,,0.1440245509147644,0.1440245509147644,0.1440245509147644,0.1440245509147644,0.1440245509147644
163,200,0.05286135276158651,0.012561469079328615,0.03866976499557495,0.04801541566848755,0.05736106634140015,0.059957146644592285,0.06255322694778442
164,201,0.09750594817675078,0.04218848766420462,0.03055405616760254,0.06479239463806152,0.08835899829864502,0.12293338775634766,0.22568804025650024
165,202,0.07538757721583049,0.003463333921214136,0.07297444343566895,0.07340341806411743,0.07383239269256593,0.07659414410591125,0.07935589551925659
166,203,0.05298728744188944,0.015106703332633375,0.038521647453308105,0.040978878736495965,0.04974168539047241,0.06166927516460419,0.07621562480926514
167,204,0.12707357840104536,0.05445001211968909,0.049031317234039314,0.07820725440979004,0.126259446144104,0.16747045516967773,0.2456454038619995
168,205,0.16867804527282715,,0.16867804527282715,0.16867804527282715,0.16867804527282715,0.16867804527282715,0.16867804527282715
169,207,0.15571806828180948,0.08215719813872913,0.0624803900718689,0.09266814589500427,0.12938964366912842,0.16852346062660217,0.3272041082382202
170,208,0.12242988745371501,0.0226773893072687,0.09880614280700684,0.11163255572319031,0.12445896863937378,0.1342417597770691,0.1440245509147644
171,209,0.10015858213106792,0.02729696309078437,0.07297444343566895,0.0752132683992386,0.10119953751564026,0.1231336146593094,0.12858182191848755
172,210,0.17428255081176758,,0.17428255081176758,0.17428255081176758,0.17428255081176758,0.17428255081176758,0.17428255081176758
173,211,0.11216160655021667,0.03345658662929923,0.07462835311889647,0.0852297693490982,0.11240363121032715,0.13013571500778198,0.16131579875946045
174,212,0.07049071192741393,0.041010150811719465,0.028129637241363525,0.03663751482963562,0.051727622747421265,0.10898689925670624,0.13492757081985474
175,213,0.1688301960627238,0.07967301933289656,0.0624803900718689,0.09656375646591188,0.15355336666107178,0.2250967025756836,0.3272041082382202
176,214,0.09780763747685316,0.04089356575872446,0.03055405616760254,0.06605461239814758,0.09049451351165773,0.12282085418701172,0.22568804025650024
177,215,0.09068390727043152,0.03673299673766683,0.030974388122558594,0.0687730312347412,0.07659414410591125,0.1231336146593094,0.14517337083816528
178,216,0.131021443641547,0.0527082118101176,0.049031317234039314,0.08027982711791992,0.12935319542884827,0.1729537844657898,0.2456454038619995
179,217,0.14871291319529215,0.026608454566383437,0.11850523948669435,0.13873034715652466,0.15895545482635498,0.16381675004959106,0.16867804527282715
180,218,0.11933101216952006,0.03360519900414319,0.056577444076538086,0.09633322060108185,0.12383663654327393,0.13945716619491577,0.20343559980392456
181,219,0.1701300090009516,0.07253086182025531,0.0624803900718689,0.11688102781772616,0.15359196066856384,0.2181151658296585,0.3272041082382202
182,220,0.11248385392386338,0.06151090637095526,0.03055405616760254,0.0711076557636261,0.09655025601387024,0.13219591975212097,0.32667970657348633
183,221,0.10049132903416952,0.03442644625980626,0.030974388122558594,0.07340341806411743,0.1051209568977356,0.12552371621131897,0.1512579321861267
184,222,0.128258126668441,0.05152694280567229,0.049031317234039314,0.08027982711791992,0.12695610523223877,0.1677165925502777,0.2456454038619995
185,224,0.08013041814168294,0.03796667446032649,0.028129637241363525,0.04573860764503479,0.08140122890472412,0.1106981635093689,0.13696950674057007
186,225,0.11501645608381791,0.035610818574669044,0.056577444076538086,0.08885630965232849,0.116871178150177,0.13766783475875854,0.20343559980392456
187,226,0.1789509164981353,0.07247005788907535,0.0624803900718689,0.12278096377849579,0.16301250457763672,0.2243918776512146,0.340853214263916
188,227,0.11083906149042064,0.06092943014535515,0.03055405616760254,0.06892406940460205,0.09510254859924316,0.12922683358192444,0.32667970657348633
189,228,0.09861644109090169,0.031522418613763675,0.030974388122558594,0.07383239269256593,0.10489356517791748,0.12316375970840455,0.1512579321861267
190,229,0.1132189501554538,0.03325983839416159,0.056577444076538086,0.08610743284225464,0.11094650626182556,0.13680915534496307,0.20343559980392456
191,232,0.11734769561073997,0.023313393723916075,0.06785440444946289,0.10069313645362854,0.11703526973724367,0.131318137049675,0.1861898899078369
192,234,0.14944058656692505,0.022220440784988055,0.11850523948669435,0.1326279193162918,0.15998274087905884,0.16448451578617096,0.16867804527282715
193,235,0.07492810487747192,,0.07492810487747192,0.07492810487747192,0.07492810487747192,0.07492810487747192,0.07492810487747192
194,236,0.17246720096567175,0.07189692252547215,0.0624803900718689,0.11769253015518188,0.15470629930496216,0.21879082918167114,0.340853214263916
195,237,0.10724925994873047,,0.10724925994873047,0.10724925994873047,0.10724925994873047,0.10724925994873047,0.10724925994873047
196,238,0.18767123222351073,0.08666370150498065,0.09300005435943604,0.12540549039840698,0.14452463388442993,0.25598178803920746,0.3311458230018616
197,239,0.11707651233061767,0.022008821446599887,0.06785440444946289,0.10382403433322905,0.11741507053375244,0.13026614487171173,0.1861898899078369
198,240,0.09312758843104045,0.03794077993961351,0.04984349012374878,0.07937535643577576,0.10890722274780272,0.11476963758468628,0.12063205242156982
199,241,0.11980590862887246,0.021782968678354317,0.07965946197509766,0.1059160679578781,0.11743539571762084,0.13730888068675995,0.1689777374267578
200,242,0.10036810636520385,0.03545435801571319,0.0530935525894165,0.07290869951248169,0.08922979235649109,0.13013571500778198,0.16131579875946045
201,244,0.0953800876935323,0.0029742241465345646,0.09216296672821044,0.09405532479286194,0.09594768285751344,0.09698864817619324,0.09802961349487303
202,245,0.10905568535609912,0.06073251489246434,0.03055405616760254,0.06697714328765869,0.09355616569519044,0.12770289182662964,0.32667970657348633
203,246,0.08062517642974854,,0.08062517642974854,0.08062517642974854,0.08062517642974854,0.08062517642974854,0.08062517642974854
204,247,0.09703431924184164,0.028951076309128954,0.0530935525894165,0.0779290497303009,0.0892643928527832,0.1127246618270874,0.16131579875946045
205,248,0.1160017525156339,0.03991326660794397,0.04827600717544557,0.0847722738981247,0.1126328706741333,0.13880743086338043,0.2311496138572693
206,249,0.122197977370686,0.022012780727058368,0.07965946197509766,0.10889685153961182,0.1187866926193237,0.13730888068675995,0.1689777374267578
207,250,0.16510594231741768,0.07359456614560815,0.04384112358093262,0.1068817377090454,0.14939767122268674,0.21738070249557487,0.340853214263916
208,251,0.18208160003026327,0.06483484746283857,0.10724925994873047,0.16241851449012756,0.21758776903152466,0.21949777007102966,0.22140777111053467
209,252,0.08203319424674624,0.018963313926418753,0.056410729885101325,0.06974631547927856,0.07956969738006593,0.09461158514022827,0.13533097505569458
210,253,0.10834585430641328,0.06069374147871608,0.03055405616760254,0.06572969257831573,0.0930429995059967,0.127454936504364,0.32667970657348633
