,index,text_d_mkt_mean,text_d_mkt_std,text_d_mkt_min,text_d_mkt_p25,text_d_mkt_p50,text_d_mkt_p75,text_d_mkt_max
16,18,0.13662478524308366,0.06632160897024979,0.03693294525146485,0.09049248695373537,0.11941754817962646,0.1594073623418808,0.38326549530029297
17,20,0.07957488298416138,,0.07957488298416138,0.07957488298416138,0.07957488298416138,0.07957488298416138,0.07957488298416138
18,21,0.08515957991282146,0.018276399537163576,0.06774133443832397,0.07082359492778777,0.08264952898025513,0.09180215001106262,0.11618244647979735
19,22,0.1558011902703179,0.12444540279487919,0.04392838478088379,0.07762454450130463,0.09965065121650696,0.13804304599761963,0.4245647192001343
20,23,0.14673696984263027,0.09536466960477791,0.04073774814605713,0.08928807079792024,0.12264057993888855,0.15223939716815948,0.4415333271026611
21,24,0.136421729598129,0.09398535730797947,0.0324515700340271,0.08083558082580566,0.11507415771484375,0.1444799304008484,0.4415333271026611
22,25,0.1323985497156779,0.08941973513167428,0.0324515700340271,0.080781489610672,0.11129418015480042,0.1389433741569519,0.4415333271026611
23,26,0.12887266782983656,0.07651218858612702,0.0324515700340271,0.08445340394973756,0.11323210597038268,0.14337843656539917,0.4476969242095947
24,27,0.13511699182646617,0.07437305224555502,0.0324515700340271,0.08908499777317047,0.12091347575187683,0.1571904420852661,0.4476969242095947
25,28,0.13497360472272082,0.0753070923940922,0.028929352760314938,0.086514413356781,0.11829230189323425,0.16169141232967377,0.4662773013114929
26,29,0.13855009429308832,0.07214095346067499,0.028929352760314938,0.08968031406402588,0.12332558631896973,0.16884982585906982,0.4662773013114929
27,30,0.13605040203931645,0.07182374054876249,0.028929352760314938,0.08731536567211151,0.12083837389945984,0.16761749982833862,0.4662773013114929
28,31,0.1352262881912929,0.07172757281033794,0.028929352760314938,0.08619809150695801,0.1203039288520813,0.1664823591709137,0.4662773013114929
29,32,0.1341785089787385,0.06922146293033943,0.028929352760314938,0.08811059594154358,0.11962962150573732,0.16298037767410278,0.4662773013114929
30,33,0.12889303826967993,0.06404532095311243,0.028929352760314938,0.08577990531921388,0.1162448525428772,0.15439468622207642,0.4662773013114929
31,34,0.12677011719669204,0.06186435155801247,0.028929352760314938,0.084998220205307,0.11478331685066223,0.15219321846961975,0.4662773013114929
32,35,0.13287161726009653,0.06837981409569419,0.028929352760314938,0.08691877126693726,0.1182602047920227,0.15799623727798462,0.4776336550712586
33,36,0.1358373664261112,0.06714716287070537,0.028633415699005123,0.08968031406402588,0.123784601688385,0.16284078359603882,0.4776336550712586
34,37,0.13882777319906106,0.06700447785618394,0.0,0.09195694327354431,0.12722325325012207,0.16806241869926453,0.4776336550712586
35,38,0.14078607436566226,0.06691717053819796,0.0,0.09403949975967407,0.12898337841033936,0.1691398173570633,0.4776336550712586
36,39,0.1400473922088527,0.06698235248078498,0.0,0.09335982799530028,0.12803238630294805,0.1687246561050415,0.4776336550712586
37,40,0.14002983183586964,0.06618981939268281,0.0,0.0934486985206604,0.12828031182289124,0.16904036700725555,0.4776336550712586
38,41,0.1406480750369657,0.06602198050318454,0.0,0.0938686728477478,0.12874221801757812,0.17036664485931396,0.4776336550712586
39,42,0.1370915694155042,0.06502679033031021,0.0,0.09112381935119628,0.1247994899749756,0.16765815019607544,0.4776336550712586
40,43,0.14043682249855263,0.0729349763721602,0.0,0.09096556901931764,0.12538790702819824,0.1689790040254593,0.5524466037750244
41,44,0.13710940438404418,0.07041471125347168,0.0,0.08888623118400574,0.12262195348739625,0.1662617325782776,0.5524466037750244
42,45,0.13620720855708193,0.06996314295981435,0.0,0.08857560157775879,0.12147176265716553,0.1650702953338623,0.5524466037750244
43,46,0.13451836961052716,0.06957785110022321,0.0,0.08729259669780731,0.11965131759643555,0.1630081832408905,0.5524466037750244
44,47,0.1364681858991839,0.07239503044020484,0.0,0.08747011423110962,0.1198621392250061,0.16441714763641355,0.5524466037750244
45,48,0.13447538357927002,0.07193075296858141,0.0,0.08569800853729248,0.11775916814804074,0.16262352466583252,0.5524466037750244
