,market,year_month_count,installer_id,text_d_mkt_mean,text_d_mkt_std,text_d_mkt_min,text_d_mkt_p25,text_d_mkt_p50,text_d_mkt_p75,text_d_mkt_max,text_d_self_mean,text_d_self_std,text_d_self_min,text_d_self_p25,text_d_self_p50,text_d_self_p75,text_d_self_max,text_d_others_mean,text_d_others_std,text_d_others_min,text_d_others_p25,text_d_others_p50,text_d_others_p75,text_d_others_max
0,0.0,35.0,21283,,,,,,,,,,,,,,,,,,,,,
1,0.0,36.0,21283,,,,,,,,,,,,,,,,,,,,,
2,0.0,37.0,21283,,,,,,,,,,,,,,,,,,,,,
3,0.0,38.0,21283,,,,,,,,,,,,,,,,,,,,,
4,0.0,39.0,21283,,,,,,,,,,,,,,,,,,,,,
5,0.0,40.0,21283,0.2325438857078552,,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,,,,,,,
6,0.0,41.0,21283,0.2325438857078552,,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,,,,,,,
7,0.0,42.0,21283,0.2325438857078552,,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,,,,,,,
8,0.0,43.0,21283,0.2325438857078552,,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,,,,,,,
9,0.0,44.0,21641,0.13148378900119237,0.05357383618628571,0.06895774602890015,0.09243164956569673,0.11075007915496826,0.14962449669837952,0.24646145105361936,0.10439788103103638,0.024051476478046528,0.06895774602890015,0.08806809782981873,0.09930402040481567,0.12032204866409302,0.14949029684066772,0.2325438857078552,,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552
10,0.0,44.0,21283,0.13148378900119237,0.05357383618628571,0.06895774602890015,0.09243164956569673,0.11075007915496826,0.14962449669837952,0.24646145105361936,0.2325438857078552,,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.10439788103103638,0.024051476478046528,0.06895774602890015,0.08806809782981873,0.09930402040481567,0.12032204866409302,0.14949029684066772
11,0.0,45.0,21641,0.14378071361117892,0.060078411411601196,0.05553716421127319,0.09281814098358154,0.1291075348854065,0.1975422501564026,0.2850402593612671,0.12496035652501243,0.045977102856374595,0.05553716421127319,0.09135176241397858,0.11188486218452454,0.1494828760623932,0.21183454990386968,0.2325438857078552,,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552
12,0.0,45.0,21283,0.14378071361117892,0.060078411411601196,0.05553716421127319,0.09281814098358154,0.1291075348854065,0.1975422501564026,0.2850402593612671,0.2325438857078552,,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.2325438857078552,0.12496035652501243,0.045977102856374595,0.05553716421127319,0.09135176241397858,0.11188486218452454,0.1494828760623932,0.21183454990386968
