,market,month,year,zipcode_total_rev
1035,31.0,10.0,2013.0,1791661.6700000002
1036,31.0,10.0,2014.0,1338502.31
1037,31.0,10.0,2015.0,2275397.1499999994
1038,31.0,10.0,2016.0,8217992.82
1039,31.0,10.0,2017.0,7735548.319999999
1040,31.0,11.0,2012.0,683617.56
1041,31.0,11.0,2013.0,1708294.3200000003
1042,31.0,11.0,2014.0,1251025.25
1043,31.0,11.0,2015.0,2066864.4299999997
1044,31.0,11.0,2016.0,9877767.340000002
1045,31.0,11.0,2017.0,6886104.74
1046,31.0,12.0,2012.0,770446.25
1047,31.0,12.0,2013.0,2028245.25
1048,31.0,12.0,2014.0,1501659.7999999998
1049,31.0,12.0,2015.0,2191381.26
1050,31.0,12.0,2016.0,9564108.21
1051,31.0,12.0,2017.0,4501313.4399999995
1052,33.0,1.0,2012.0,2628906.06
1053,33.0,1.0,2013.0,560945.0
1054,33.0,1.0,2014.0,174993.0
1055,33.0,1.0,2015.0,401464.0
1056,33.0,1.0,2016.0,502330.0
1057,33.0,1.0,2017.0,263868.0
1058,33.0,2.0,2012.0,1324648.99
1059,33.0,2.0,2013.0,634890.8
1060,33.0,2.0,2014.0,198369.59999999998
1061,33.0,2.0,2016.0,302124.0
1062,33.0,2.0,2017.0,406726.0
1063,33.0,3.0,2012.0,1799799.1000000003
1064,33.0,3.0,2013.0,456323.0
1065,33.0,3.0,2014.0,176260.0
1066,33.0,3.0,2015.0,469598.36
1067,33.0,3.0,2016.0,900399.0
1068,33.0,3.0,2017.0,189405.0
1069,33.0,4.0,2012.0,1785358.6500000001
1070,33.0,4.0,2013.0,493439.0
1071,33.0,4.0,2014.0,438348.0
1072,33.0,4.0,2015.0,622930.0
1073,33.0,4.0,2016.0,245874.0
1074,33.0,4.0,2017.0,105052.0
1075,33.0,5.0,2012.0,1071939.62
1076,33.0,5.0,2013.0,1020083.2500000001
1077,33.0,5.0,2014.0,281126.5
1078,33.0,5.0,2015.0,309235.5
1079,33.0,5.0,2016.0,383488.0
1080,33.0,5.0,2017.0,62000.0
1081,33.0,6.0,2012.0,1220671.83
1082,33.0,6.0,2013.0,873946.66
1083,33.0,6.0,2014.0,98519.5
1084,33.0,6.0,2015.0,176862.0
1085,33.0,6.0,2016.0,174742.0
1086,33.0,6.0,2017.0,188365.0
1087,33.0,7.0,2012.0,1251895.0899999999
1088,33.0,7.0,2013.0,602483.5
1089,33.0,7.0,2014.0,207829.83000000002
1090,33.0,7.0,2015.0,696290.0
1091,33.0,7.0,2017.0,145611.0
1092,33.0,8.0,2012.0,1090052.96
1093,33.0,8.0,2013.0,1047049.93
1094,33.0,8.0,2014.0,224835.0
1095,33.0,8.0,2015.0,79455.0
1096,33.0,8.0,2016.0,658024.0
1097,33.0,8.0,2017.0,183027.0
1098,33.0,9.0,2012.0,761053.13
1099,33.0,9.0,2013.0,548792.26
1100,33.0,9.0,2014.0,165074.0
1101,33.0,9.0,2015.0,27724.0
1102,33.0,9.0,2016.0,95980.0
1103,33.0,9.0,2017.0,307773.0
1104,33.0,10.0,2012.0,960108.6
1105,33.0,10.0,2013.0,301330.66000000003
1106,33.0,10.0,2014.0,343307.0
1107,33.0,10.0,2015.0,852132.0
1108,33.0,10.0,2016.0,331692.0
1109,33.0,10.0,2017.0,206234.0
1110,33.0,11.0,2012.0,947188.57
1111,33.0,11.0,2013.0,669300.15
1112,33.0,11.0,2014.0,24875.0
1113,33.0,11.0,2015.0,551647.0
1114,33.0,11.0,2016.0,99287.0
1115,33.0,11.0,2017.0,158701.0
1116,33.0,12.0,2012.0,696216.2000000001
1117,33.0,12.0,2013.0,978725.75
1118,33.0,12.0,2014.0,345817.0
1119,33.0,12.0,2015.0,208673.0
1120,33.0,12.0,2016.0,472411.0
1121,33.0,12.0,2017.0,32208.0
1122,34.0,1.0,2012.0,6060774.970000001
1123,34.0,1.0,2013.0,3688255.87
1124,34.0,1.0,2014.0,6617853.94
1125,34.0,1.0,2015.0,46021611.19999999
1126,34.0,1.0,2016.0,20810141.69
1127,34.0,1.0,2017.0,31071113.590000022
1128,34.0,2.0,2012.0,4595122.22
1129,34.0,2.0,2013.0,5061417.609999999
1130,34.0,2.0,2014.0,6486564.200000001
1131,34.0,2.0,2015.0,37051613.41
1132,34.0,2.0,2016.0,31889250.350000013
1133,34.0,2.0,2017.0,25136301.44999999
1134,34.0,3.0,2012.0,5168935.64
1135,34.0,3.0,2013.0,5400701.33
1136,34.0,3.0,2014.0,10990466.260000002
1137,34.0,3.0,2015.0,44330182.74
1138,34.0,3.0,2016.0,47181423.82999997
1139,34.0,3.0,2017.0,27269533.669999994
1140,34.0,4.0,2012.0,3721910.9200000004
1141,34.0,4.0,2013.0,6422911.039999999
1142,34.0,4.0,2014.0,13078705.48
1143,34.0,4.0,2015.0,37819717.47000001
1144,34.0,4.0,2016.0,45812184.44999999
1145,34.0,4.0,2017.0,29559989.590000004
1146,34.0,5.0,2012.0,4166707.0399999996
1147,34.0,5.0,2013.0,5996912.849999999
1148,34.0,5.0,2014.0,11348518.260000002
1149,34.0,5.0,2015.0,36816319.269999996
1150,34.0,5.0,2016.0,48283670.91000001
1151,34.0,5.0,2017.0,31647315.07999999
1152,34.0,6.0,2012.0,3733434.3000000003
1153,34.0,6.0,2013.0,5712717.48
1154,34.0,6.0,2014.0,16243002.130000003
1155,34.0,6.0,2015.0,27148078.470000003
1156,34.0,6.0,2016.0,25965466.76999999
1157,34.0,6.0,2017.0,24061735.279999994
1158,34.0,7.0,2012.0,4640015.66
1159,34.0,7.0,2013.0,4506814.630000001
1160,34.0,7.0,2014.0,12990978.950000001
1161,34.0,7.0,2015.0,20671606.14
1162,34.0,7.0,2016.0,35480526.39000001
1163,34.0,7.0,2017.0,19855784.13
1164,34.0,8.0,2012.0,4825843.95
1165,34.0,8.0,2013.0,5998264.31
1166,34.0,8.0,2014.0,13231402.08
1167,34.0,8.0,2015.0,31066382.59
1168,34.0,8.0,2016.0,48334362.019999996
1169,34.0,8.0,2017.0,15342767.71
1170,34.0,9.0,2012.0,5398662.100000001
1171,34.0,9.0,2013.0,8225666.13
1172,34.0,9.0,2014.0,21468754.709999997
1173,34.0,9.0,2015.0,29580410.740000002
1174,34.0,9.0,2016.0,17459169.520000003
1175,34.0,9.0,2017.0,13885424.160000008
1176,34.0,10.0,2012.0,4797920.68
1177,34.0,10.0,2013.0,12072899.849999998
1178,34.0,10.0,2014.0,41244439.40999999
1179,34.0,10.0,2015.0,30904197.36000001
1180,34.0,10.0,2016.0,38768621.10000002
1181,34.0,10.0,2017.0,20049412.770000007
1182,34.0,11.0,2012.0,4100405.01
1183,34.0,11.0,2013.0,14155257.739999998
1184,34.0,11.0,2014.0,31586201.560000002
1185,34.0,11.0,2015.0,29897758.859999996
1186,34.0,11.0,2016.0,29991130.540000007
1187,34.0,11.0,2017.0,15918657.680000002
1188,34.0,12.0,2012.0,9115335.430000002
1189,34.0,12.0,2013.0,16709878.069999998
1190,34.0,12.0,2014.0,31792384.450000007
1191,34.0,12.0,2015.0,36337587.78
1192,34.0,12.0,2016.0,30351518.70000001
1193,34.0,12.0,2017.0,13987623.340000005
1194,35.0,1.0,2012.0,5612903.01
1195,35.0,1.0,2013.0,6094876.48
1196,35.0,1.0,2014.0,11317375.639999999
1197,35.0,1.0,2015.0,69803691.31
1198,35.0,1.0,2016.0,51801426.35000002
1199,35.0,1.0,2017.0,46723507.32999999
1200,35.0,2.0,2012.0,4793045.67
1201,35.0,2.0,2013.0,7507430.3100000005
1202,35.0,2.0,2014.0,11031021.74
1203,35.0,2.0,2015.0,56782637.32000003
1204,35.0,2.0,2016.0,62378934.87999999
1205,35.0,2.0,2017.0,38659792.16000001
1206,35.0,3.0,2012.0,5292790.46
1207,35.0,3.0,2013.0,9841255.149999997
1208,35.0,3.0,2014.0,17397991.330000002
1209,35.0,3.0,2015.0,69931560.45000002
1210,35.0,3.0,2016.0,82105667.04000002
1211,35.0,3.0,2017.0,41820745.62
1212,35.0,4.0,2012.0,4574037.910000001
1213,35.0,4.0,2013.0,10937432.909999998
1214,35.0,4.0,2014.0,19484969.290000003
1215,35.0,4.0,2015.0,60857420.44999998
1216,35.0,4.0,2016.0,76771034.23000005
1217,35.0,4.0,2017.0,43364313.49000001
1218,35.0,5.0,2012.0,4510007.25
1219,35.0,5.0,2013.0,9704595.089999998
1220,35.0,5.0,2014.0,18947768.309999995
1221,35.0,5.0,2015.0,60333547.360000044
1222,35.0,5.0,2016.0,75480131.97000006
1223,35.0,5.0,2017.0,47611065.43000002
1224,35.0,6.0,2012.0,4513195.100000001
1225,35.0,6.0,2013.0,9554212.699999997
1226,35.0,6.0,2014.0,23764115.86
1227,35.0,6.0,2015.0,54308418.51999998
1228,35.0,6.0,2016.0,49374169.10999999
1229,35.0,6.0,2017.0,41247482.76
1230,35.0,7.0,2012.0,7742029.84
1231,35.0,7.0,2013.0,9287802.809999999
1232,35.0,7.0,2014.0,22291588.280000005
1233,35.0,7.0,2015.0,46297051.68000001
1234,35.0,7.0,2016.0,60716683.80999997
1235,35.0,7.0,2017.0,31554798.509999994
1236,35.0,8.0,2012.0,7335739.249999999
1237,35.0,8.0,2013.0,8946879.91
1238,35.0,8.0,2014.0,25232349.470000003
1239,35.0,8.0,2015.0,62415876.10000002
1240,35.0,8.0,2016.0,77834362.84
1241,35.0,8.0,2017.0,27783771.750000007
1242,35.0,9.0,2012.0,7554817.460000001
1243,35.0,9.0,2013.0,14345766.450000001
1244,35.0,9.0,2014.0,34615902.22999999
1245,35.0,9.0,2015.0,64354465.570000015
1246,35.0,9.0,2016.0,38139708.74000001
1247,35.0,9.0,2017.0,25594450.11000001
1248,35.0,10.0,2012.0,9155029.100000001
1249,35.0,10.0,2013.0,17725488.229999997
1250,35.0,10.0,2014.0,61725997.83000001
1251,35.0,10.0,2015.0,66859759.08000002
1252,35.0,10.0,2016.0,60824268.79000003
1253,35.0,10.0,2017.0,32509922.49
1254,35.0,11.0,2012.0,7821083.869999999
1255,35.0,11.0,2013.0,20187736.92
1256,35.0,11.0,2014.0,49757321.37999999
1257,35.0,11.0,2015.0,61814748.41
1258,35.0,11.0,2016.0,51264462.94000002
1259,35.0,11.0,2017.0,29426468.829999987
1260,35.0,12.0,2012.0,15185173.46
1261,35.0,12.0,2013.0,22869083.04500001
1262,35.0,12.0,2014.0,55117845.72000002
1263,35.0,12.0,2015.0,69355676.58999997
1264,35.0,12.0,2016.0,48973086.709999986
1265,35.0,12.0,2017.0,25233758.769999996
1266,36.0,1.0,2012.0,8086263.009999999
1267,36.0,1.0,2013.0,14555149.580000002
1268,36.0,1.0,2014.0,14568218.950000001
1269,36.0,1.0,2015.0,50016325.600000024
1270,36.0,1.0,2016.0,106376002.94999993
1271,36.0,1.0,2017.0,43502190.459999986
1272,36.0,2.0,2012.0,7013860.989999999
1273,36.0,2.0,2013.0,10253227.780000001
1274,36.0,2.0,2014.0,14540482.889999999
1275,36.0,2.0,2015.0,47212042.20000002
1276,36.0,2.0,2016.0,77831586.57999995
1277,36.0,2.0,2017.0,31540260.769999992
1278,36.0,3.0,2012.0,6735229.510000001
1279,36.0,3.0,2013.0,12695921.33
1280,36.0,3.0,2014.0,17579761.609999996
1281,36.0,3.0,2015.0,61724853.250000015
1282,36.0,3.0,2016.0,95467909.98
1283,36.0,3.0,2017.0,36978534.04
1284,36.0,4.0,2012.0,5846508.47
1285,36.0,4.0,2013.0,16531157.28
1286,36.0,4.0,2014.0,23412694.85
1287,36.0,4.0,2015.0,65689791.91000002
1288,36.0,4.0,2016.0,76570804.02000001
1289,36.0,4.0,2017.0,29991268.279999997
1290,36.0,5.0,2012.0,7562362.380000001
1291,36.0,5.0,2013.0,14826486.295
1292,36.0,5.0,2014.0,19264930.599999998
1293,36.0,5.0,2015.0,75706037.05999997
1294,36.0,5.0,2016.0,82441835.06999998
1295,36.0,5.0,2017.0,35684798.380000025
1296,36.0,6.0,2012.0,6944096.2
1297,36.0,6.0,2013.0,11913513.219999999
1298,36.0,6.0,2014.0,29391461.24999999
1299,36.0,6.0,2015.0,79133255.93
1300,36.0,6.0,2016.0,78233640.97999997
1301,36.0,6.0,2017.0,37734546.13
1302,36.0,7.0,2012.0,13605238.90999999
1303,36.0,7.0,2013.0,14392059.434999999
1304,36.0,7.0,2014.0,32446303.869999986
1305,36.0,7.0,2015.0,88069252.1600001
1306,36.0,7.0,2016.0,69275400.07000001
1307,36.0,7.0,2017.0,39396855.70000002
1308,36.0,8.0,2012.0,12904263.279999996
1309,36.0,8.0,2013.0,17912764.44
1310,36.0,8.0,2014.0,37943771.48000001
1311,36.0,8.0,2015.0,77795162.94999999
1312,36.0,8.0,2016.0,74535335.48000003
1313,36.0,8.0,2017.0,32301798.009999998
1314,36.0,9.0,2012.0,9835268.56
1315,36.0,9.0,2013.0,19144274.245
1316,36.0,9.0,2014.0,45967174.25
1317,36.0,9.0,2015.0,100800737.53000008
1318,36.0,9.0,2016.0,55132997.440000005
1319,36.0,9.0,2017.0,28573743.19999999
1320,36.0,10.0,2012.0,11181605.709999997
1321,36.0,10.0,2013.0,15565842.99
1322,36.0,10.0,2014.0,49836765.20999999
1323,36.0,10.0,2015.0,95513907.32999995
1324,36.0,10.0,2016.0,62891051.880000025
1325,36.0,10.0,2017.0,32438836.99
1326,36.0,11.0,2012.0,11905906.250000002
1327,36.0,11.0,2013.0,15021912.934999997
1328,36.0,11.0,2014.0,39468658.759999976
1329,36.0,11.0,2015.0,76341143.89000003
1330,36.0,11.0,2016.0,58435102.80000001
1331,36.0,11.0,2017.0,33280061.44999999
1332,36.0,12.0,2012.0,12579476.68
1333,36.0,12.0,2013.0,23105465.404999997
1334,36.0,12.0,2014.0,71546134.43999995
1335,36.0,12.0,2015.0,101708067.12999997
1336,36.0,12.0,2016.0,63861772.400000006
1337,36.0,12.0,2017.0,32098106.370000016
