,ES_name,score,pass,reviewscount,es_installer_id,ES_areaofservice,ES_link,TTS_names,tts_name,year,unit_price_avg
808,Green Street Solar Power ,84,1,3.0,21509,"CT,MA,NJ,NY,RI",https://www.energysage.com/supplier/21509/green-street-solar-power/,green street solar,green street solar,2014.0,3.139857292175293
809,Green Street Solar Power ,84,1,3.0,21509,"CT,MA,NJ,NY,RI",https://www.energysage.com/supplier/21509/green-street-solar-power/,green street solar,green street solar,2015.0,3.047600746154785
810,morSolar Inc. ,77,1,3.0,21733,MA,https://www.energysage.com/supplier/21733/morsolar-inc/,morsolar,morsolar,2016.0,4.042115211486816
811,morSolar Inc. ,77,1,3.0,21733,MA,https://www.energysage.com/supplier/21733/morsolar-inc/,morsolar,morsolar,2017.0,4.2235026359558105
812,morSolar Inc. ,77,1,3.0,21733,MA,https://www.energysage.com/supplier/21733/morsolar-inc/,morsolar,morsolar,2015.0,4.65458869934082
813,Neil Kelly Company ,71,1,3.0,21641,OR,https://www.energysage.com/supplier/21641/neil-kelly-company/,neil kelly,neil kelly,2016.0,4.274165630340576
814,Neil Kelly Company ,71,1,3.0,21641,OR,https://www.energysage.com/supplier/21641/neil-kelly-company/,neil kelly,neil kelly,2017.0,3.6079559326171875
815,Neil Kelly Company ,71,1,3.0,21641,OR,https://www.energysage.com/supplier/21641/neil-kelly-company/,neil kelly,neil kelly,2013.0,9.050544738769531
816,Neil Kelly Company ,71,1,3.0,21641,OR,https://www.energysage.com/supplier/21641/neil-kelly-company/,neil kelly,neil kelly,2014.0,5.556256294250488
817,Neil Kelly Company ,71,1,3.0,21641,OR,https://www.energysage.com/supplier/21641/neil-kelly-company/,neil kelly,neil kelly,2015.0,4.673691749572754
818,New England Solar & Green Solutions ,99,1,2.0,20583,"MA,NY",https://www.energysage.com/supplier/20583/new-england-solar-green-solutions/,new england solar & green solutions,new england solar & green solutions,2016.0,4.239186763763428
819,New England Solar & Green Solutions ,99,1,2.0,20583,"MA,NY",https://www.energysage.com/supplier/20583/new-england-solar-green-solutions/,new england solar & green solutions,new england solar & green solutions,2017.0,4.260944366455078
820,New England Solar & Green Solutions ,99,1,2.0,20583,"MA,NY",https://www.energysage.com/supplier/20583/new-england-solar-green-solutions/,new england solar & green solutions,new england solar & green solutions,2009.0,7.403356552124023
821,New England Solar & Green Solutions ,99,1,2.0,20583,"MA,NY",https://www.energysage.com/supplier/20583/new-england-solar-green-solutions/,new england solar & green solutions,new england solar & green solutions,2010.0,6.46875
822,New England Solar & Green Solutions ,99,1,2.0,20583,"MA,NY",https://www.energysage.com/supplier/20583/new-england-solar-green-solutions/,new england solar & green solutions,new england solar & green solutions,2011.0,6.103286266326904
823,New England Solar & Green Solutions ,99,1,2.0,20583,"MA,NY",https://www.energysage.com/supplier/20583/new-england-solar-green-solutions/,new england solar & green solutions,new england solar & green solutions,2012.0,5.034721374511719
824,New England Solar & Green Solutions ,99,1,2.0,20583,"MA,NY",https://www.energysage.com/supplier/20583/new-england-solar-green-solutions/,new england solar & green solutions,new england solar & green solutions,2013.0,4.348675727844238
825,New England Solar & Green Solutions ,99,1,2.0,20583,"MA,NY",https://www.energysage.com/supplier/20583/new-england-solar-green-solutions/,new england solar & green solutions,new england solar & green solutions,2014.0,5.471676826477051
826,New England Solar & Green Solutions ,99,1,2.0,20583,"MA,NY",https://www.energysage.com/supplier/20583/new-england-solar-green-solutions/,new england solar & green solutions,new england solar & green solutions,2015.0,4.518275260925293
827,Sun Energy Group ,97,1,2.0,21083,NY,https://www.energysage.com/supplier/21083/sun-energy/,sun energy group,,,
828,Code Green Solar ,97,1,2.0,22321,"CA,FL,NJ,NY,SC",https://www.energysage.com/supplier/22321/code-green-solar/,code green solar,code green solar,2017.0,3.134796142578125
829,Highlight Solar ,97,1,2.0,22361,CA,https://www.energysage.com/supplier/22361/highlight-solar/,highlight solar,highlight solar,2016.0,4.040900707244873
830,Highlight Solar ,97,1,2.0,22361,CA,https://www.energysage.com/supplier/22361/highlight-solar/,highlight solar,highlight solar,2017.0,3.678557872772217
831,Highlight Solar ,97,1,2.0,22361,CA,https://www.energysage.com/supplier/22361/highlight-solar/,highlight solar,highlight solar,2013.0,4.389999866485596
832,Highlight Solar ,97,1,2.0,22361,CA,https://www.energysage.com/supplier/22361/highlight-solar/,highlight solar,highlight solar,2015.0,4.236361026763916
833,"Evoke Solar, Inc. ",94,1,2.0,21294,"NJ,PA",https://www.energysage.com/supplier/21294/evoke-solar-inc,"evoke solar, inc",,,
834,SolReliable ,92,1,2.0,22879,CA,https://www.energysage.com/supplier/22879/solreliable/,sol reliable,sol reliable,2016.0,6.913633823394775
835,SolReliable ,92,1,2.0,22879,CA,https://www.energysage.com/supplier/22879/solreliable/,sol reliable,sol reliable,2017.0,7.182183265686035
836,SolReliable ,92,1,2.0,22879,CA,https://www.energysage.com/supplier/22879/solreliable/,sol reliable,sol reliable,2013.0,6.243677139282227
837,SolReliable ,92,1,2.0,22879,CA,https://www.energysage.com/supplier/22879/solreliable/,sol reliable,sol reliable,2014.0,5.743316650390625
838,SolReliable ,92,1,2.0,22879,CA,https://www.energysage.com/supplier/22879/solreliable/,sol reliable,sol reliable,2015.0,6.822445392608643
839,Sundial Solar Innovations LLC. ,89,1,2.0,22985,NJ,https://www.energysage.com/supplier/22985/sundial-solar-innovations-llc/,sundial solar innovations,,,
840,"Sundog Solar, Inc.",86,1,2.0,20179,NY,https://www.energysage.com/supplier/20179/sundog-solar/,sundog solar,sundog solar,2017.0,3.3071038722991943
841,"Sundog Solar, Inc.",86,1,2.0,20179,NY,https://www.energysage.com/supplier/20179/sundog-solar/,sundog solar,sundog solar,2012.0,5.81390380859375
842,"Sundog Solar, Inc.",86,1,2.0,20179,NY,https://www.energysage.com/supplier/20179/sundog-solar/,sundog solar,sundog solar,2015.0,3.774509906768799
843,Southern Energy Management ,84,1,2.0,4386,NC,https://www.energysage.com/supplier/4386/southern-energy-management/,solar energy management,solar energy management,2016.0,3.4015607833862305
844,Southern Energy Management ,84,1,2.0,4386,NC,https://www.energysage.com/supplier/4386/southern-energy-management/,solar energy management,solar energy management,2015.0,2.3899123668670654
845,United Solar Co. ,83,1,2.0,22997,NJ,https://www.energysage.com/supplier/22997/united-solar-co/,united solar,,,
846,SunStar Energy Inc ,79,1,2.0,21267,CA,https://www.energysage.com/supplier/21267/sunstar-energy-inc/,sunstar energy,sunstar energy,2016.0,3.526418924331665
847,SunStar Energy Inc ,79,1,2.0,21267,CA,https://www.energysage.com/supplier/21267/sunstar-energy-inc/,sunstar energy,sunstar energy,2017.0,3.1897096633911133
848,SunStar Energy Inc ,79,1,2.0,21267,CA,https://www.energysage.com/supplier/21267/sunstar-energy-inc/,sunstar energy,sunstar energy,2005.0,7.477861404418945
849,SunStar Energy Inc ,79,1,2.0,21267,CA,https://www.energysage.com/supplier/21267/sunstar-energy-inc/,sunstar energy,sunstar energy,2006.0,7.998993396759033
850,SunStar Energy Inc ,79,1,2.0,21267,CA,https://www.energysage.com/supplier/21267/sunstar-energy-inc/,sunstar energy,sunstar energy,2007.0,8.28789234161377
851,SunStar Energy Inc ,79,1,2.0,21267,CA,https://www.energysage.com/supplier/21267/sunstar-energy-inc/,sunstar energy,sunstar energy,2008.0,7.5051589012146
852,SunStar Energy Inc ,79,1,2.0,21267,CA,https://www.energysage.com/supplier/21267/sunstar-energy-inc/,sunstar energy,sunstar energy,2009.0,7.4002838134765625
853,SunStar Energy Inc ,79,1,2.0,21267,CA,https://www.energysage.com/supplier/21267/sunstar-energy-inc/,sunstar energy,sunstar energy,2010.0,5.896794319152832
854,SunStar Energy Inc ,79,1,2.0,21267,CA,https://www.energysage.com/supplier/21267/sunstar-energy-inc/,sunstar energy,sunstar energy,2011.0,5.511082649230957
855,SunStar Energy Inc ,79,1,2.0,21267,CA,https://www.energysage.com/supplier/21267/sunstar-energy-inc/,sunstar energy,sunstar energy,2012.0,5.459447860717773
856,SunStar Energy Inc ,79,1,2.0,21267,CA,https://www.energysage.com/supplier/21267/sunstar-energy-inc/,sunstar energy,sunstar energy,2013.0,4.3880228996276855
857,SunStar Energy Inc ,79,1,2.0,21267,CA,https://www.energysage.com/supplier/21267/sunstar-energy-inc/,sunstar energy,sunstar energy,2015.0,3.7910232543945312
858,"Neutility, LLC.",75,1,2.0,22016,CA,https://www.energysage.com/supplier/22016/neutility-llc/,neutility,neutility,2016.0,4.393401622772217
859,"Neutility, LLC.",75,1,2.0,22016,CA,https://www.energysage.com/supplier/22016/neutility-llc/,neutility,neutility,2017.0,4.418181419372559
860,Blue Dot Solar Inc. ,70,1,2.0,22992,"MA,NH",https://www.energysage.com/supplier/22992/blue-dot-solar-inc/,blue dot,blue dot,2016.0,4.5895795822143555
861,Blue Dot Solar Inc. ,70,1,2.0,22992,"MA,NH",https://www.energysage.com/supplier/22992/blue-dot-solar-inc/,blue dot,blue dot,2017.0,3.3057916164398193
862,H&H Solar Energy Services ,94,1,1.0,21318,WI,https://www.energysage.com/supplier/21318/hh-solar-energy-services/,h & h solar energy services,h & h solar energy services,2016.0,3.8379766941070557
863,H&H Solar Energy Services ,94,1,1.0,21318,WI,https://www.energysage.com/supplier/21318/hh-solar-energy-services/,h & h solar energy services,h & h solar energy services,2014.0,4.443505764007568
864,H&H Solar Energy Services ,94,1,1.0,21318,WI,https://www.energysage.com/supplier/21318/hh-solar-energy-services/,h & h solar energy services,h & h solar energy services,2015.0,4.129040241241455
865,Amberjack Solar Energy LLC,92,1,1.0,20106,"CT,MA,NJ,NY,NC,PA",https://www.energysage.com/supplier/20106/amberjack-solar-energy-llc/,amberjack solar energy,,,
866,1st Light Energy ,91,1,1.0,20982,"CA,CT,MD,MA,NH,NJ,NY,NC,PA,RI,SC,UT",https://www.energysage.com/supplier/20982/1st-light-energy/,1st light energy,1st light energy,2016.0,4.356009006500244
867,1st Light Energy ,91,1,1.0,20982,"CA,CT,MD,MA,NH,NJ,NY,NC,PA,RI,SC,UT",https://www.energysage.com/supplier/20982/1st-light-energy/,1st light energy,1st light energy,2017.0,3.8396856784820557
868,1st Light Energy ,91,1,1.0,20982,"CA,CT,MD,MA,NH,NJ,NY,NC,PA,RI,SC,UT",https://www.energysage.com/supplier/20982/1st-light-energy/,1st light energy,1st light energy,2007.0,8.168558120727539
869,1st Light Energy ,91,1,1.0,20982,"CA,CT,MD,MA,NH,NJ,NY,NC,PA,RI,SC,UT",https://www.energysage.com/supplier/20982/1st-light-energy/,1st light energy,1st light energy,2008.0,7.551768779754639
870,1st Light Energy ,91,1,1.0,20982,"CA,CT,MD,MA,NH,NJ,NY,NC,PA,RI,SC,UT",https://www.energysage.com/supplier/20982/1st-light-energy/,1st light energy,1st light energy,2009.0,7.718294143676758
871,1st Light Energy ,91,1,1.0,20982,"CA,CT,MD,MA,NH,NJ,NY,NC,PA,RI,SC,UT",https://www.energysage.com/supplier/20982/1st-light-energy/,1st light energy,1st light energy,2010.0,6.83335542678833
872,1st Light Energy ,91,1,1.0,20982,"CA,CT,MD,MA,NH,NJ,NY,NC,PA,RI,SC,UT",https://www.energysage.com/supplier/20982/1st-light-energy/,1st light energy,1st light energy,2011.0,5.377843856811523
873,1st Light Energy ,91,1,1.0,20982,"CA,CT,MD,MA,NH,NJ,NY,NC,PA,RI,SC,UT",https://www.energysage.com/supplier/20982/1st-light-energy/,1st light energy,1st light energy,2012.0,4.712880611419678
874,1st Light Energy ,91,1,1.0,20982,"CA,CT,MD,MA,NH,NJ,NY,NC,PA,RI,SC,UT",https://www.energysage.com/supplier/20982/1st-light-energy/,1st light energy,1st light energy,2013.0,4.353719711303711
875,1st Light Energy ,91,1,1.0,20982,"CA,CT,MD,MA,NH,NJ,NY,NC,PA,RI,SC,UT",https://www.energysage.com/supplier/20982/1st-light-energy/,1st light energy,1st light energy,2014.0,4.501530170440674
876,1st Light Energy ,91,1,1.0,20982,"CA,CT,MD,MA,NH,NJ,NY,NC,PA,RI,SC,UT",https://www.energysage.com/supplier/20982/1st-light-energy/,1st light energy,1st light energy,2015.0,4.789794921875
877,Precision Electric Solar ,84,1,1.0,22228,CA,https://www.energysage.com/supplier/22228/precision-electric-solar/,precision electric,precision electric,2016.0,2.9842610359191895
878,Precision Electric Solar ,84,1,1.0,22228,CA,https://www.energysage.com/supplier/22228/precision-electric-solar/,precision electric,precision electric,2017.0,3.199056625366211
879,Precision Electric Solar ,84,1,1.0,22228,CA,https://www.energysage.com/supplier/22228/precision-electric-solar/,precision electric,precision electric,2011.0,5.782148838043213
880,Precision Electric Solar ,84,1,1.0,22228,CA,https://www.energysage.com/supplier/22228/precision-electric-solar/,precision electric,precision electric,2013.0,3.873189687728882
881,Precision Electric Solar ,84,1,1.0,22228,CA,https://www.energysage.com/supplier/22228/precision-electric-solar/,precision electric,precision electric,2014.0,3.6644461154937744
882,Precision Electric Solar ,84,1,1.0,22228,CA,https://www.energysage.com/supplier/22228/precision-electric-solar/,precision electric,precision electric,2015.0,2.9694466590881348
883,"Carlson Solar Energy, Inc ",73,1,1.0,21983,IL,https://www.energysage.com/supplier/21983/carlson-solar-energy-inc/,carlson solar,carlson solar,2004.0,6.233238220214844
884,"Carlson Solar Energy, Inc ",73,1,1.0,21983,IL,https://www.energysage.com/supplier/21983/carlson-solar-energy-inc/,carlson solar,carlson solar,2005.0,6.076691627502441
885,"Carlson Solar Energy, Inc ",73,1,1.0,21983,IL,https://www.energysage.com/supplier/21983/carlson-solar-energy-inc/,carlson solar,carlson solar,2006.0,6.6778693199157715
886,"Carlson Solar Energy, Inc ",73,1,1.0,21983,IL,https://www.energysage.com/supplier/21983/carlson-solar-energy-inc/,carlson solar,carlson solar,2007.0,7.047597408294678
887,"Carlson Solar Energy, Inc ",73,1,1.0,21983,IL,https://www.energysage.com/supplier/21983/carlson-solar-energy-inc/,carlson solar,carlson solar,2008.0,7.796614646911621
888,"Carlson Solar Energy, Inc ",73,1,1.0,21983,IL,https://www.energysage.com/supplier/21983/carlson-solar-energy-inc/,carlson solar,carlson solar,2010.0,5.518158435821533
889,"Carlson Solar Energy, Inc ",73,1,1.0,21983,IL,https://www.energysage.com/supplier/21983/carlson-solar-energy-inc/,carlson solar,carlson solar,2011.0,4.469022274017334
890,"Carlson Solar Energy, Inc ",73,1,1.0,21983,IL,https://www.energysage.com/supplier/21983/carlson-solar-energy-inc/,carlson solar,carlson solar,2012.0,4.397107124328613
891,"Carlson Solar Energy, Inc ",73,1,1.0,21983,IL,https://www.energysage.com/supplier/21983/carlson-solar-energy-inc/,carlson solar,carlson solar,2013.0,3.600825786590576
892,"Carlson Solar Energy, Inc ",73,1,1.0,21983,IL,https://www.energysage.com/supplier/21983/carlson-solar-energy-inc/,carlson solar,carlson solar,2014.0,3.8452870845794678
893,ParagonSun ,67,1,1.0,21442,"CA,UT",https://www.energysage.com/supplier/21442/paragonsun/,paragon electric,paragon electric,2010.0,7.999999523162842
894,"T and M Solar, Inc dba America's Choice Contractor ",61,1,23.0,21170,CA,https://www.energysage.com/supplier/21170/t-and-m-solar-inc-dba-americas-choice-contractor/,t & m solar,t & m solar,2016.0,4.5477399826049805
895,"T and M Solar, Inc dba America's Choice Contractor ",61,1,23.0,21170,CA,https://www.energysage.com/supplier/21170/t-and-m-solar-inc-dba-americas-choice-contractor/,t & m solar,t & m solar,2017.0,4.310847759246826
896,"T and M Solar, Inc dba America's Choice Contractor ",61,1,23.0,21170,CA,https://www.energysage.com/supplier/21170/t-and-m-solar-inc-dba-americas-choice-contractor/,t & m solar,t & m solar,2010.0,6.756756782531738
897,"T and M Solar, Inc dba America's Choice Contractor ",61,1,23.0,21170,CA,https://www.energysage.com/supplier/21170/t-and-m-solar-inc-dba-americas-choice-contractor/,t & m solar,t & m solar,2011.0,5.333333492279053
898,"T and M Solar, Inc dba America's Choice Contractor ",61,1,23.0,21170,CA,https://www.energysage.com/supplier/21170/t-and-m-solar-inc-dba-americas-choice-contractor/,t & m solar,t & m solar,2012.0,4.67270565032959
899,"T and M Solar, Inc dba America's Choice Contractor ",61,1,23.0,21170,CA,https://www.energysage.com/supplier/21170/t-and-m-solar-inc-dba-americas-choice-contractor/,t & m solar,t & m solar,2013.0,3.612499713897705
900,"T and M Solar, Inc dba America's Choice Contractor ",61,1,23.0,21170,CA,https://www.energysage.com/supplier/21170/t-and-m-solar-inc-dba-americas-choice-contractor/,t & m solar,t & m solar,2014.0,4.265013694763184
901,"T and M Solar, Inc dba America's Choice Contractor ",61,1,23.0,21170,CA,https://www.energysage.com/supplier/21170/t-and-m-solar-inc-dba-americas-choice-contractor/,t & m solar,t & m solar,2015.0,3.751661777496338
