,labels,lat,long
120,2,37.35747909545898,-122.14443969726562
121,3,37.20981979370117,-119.7498016357422
122,3,36.8244514465332,-119.6800308227539
123,3,37.02883529663086,-119.316650390625
124,-1,35.60651016235352,-117.6834716796875
125,-1,35.46534729003906,-120.68943786621094
126,-1,35.192405700683594,-119.17586517333984
127,-1,34.44918441772461,-119.80477905273438
128,4,33.808448791503906,-117.79174041748048
129,4,33.669605255126946,-117.7360382080078
130,4,33.53523635864258,-117.10486602783205
131,4,33.72968292236328,-117.03419494628906
132,4,33.971004486083984,-117.32518005371094
133,4,34.17833709716797,-117.25145721435548
134,4,34.025684356689446,-117.28881072998048
135,4,32.806774139404304,-117.13494110107422
136,4,32.899593353271484,-117.20120239257812
137,4,32.79467391967773,-117.07117462158205
138,4,32.688060760498054,-117.2037582397461
139,4,33.16433334350586,-117.24028778076172
140,4,33.25527191162109,-117.4242935180664
141,4,32.85634613037109,-117.25006103515624
142,4,33.08240127563477,-117.1276397705078
143,4,33.13115692138672,-116.97699737548828
144,4,33.126991271972656,-117.10503387451172
145,4,32.83879852294922,-116.86995697021484
146,4,32.608184814453125,-117.05451202392578
147,4,32.808563232421875,-116.71007537841795
148,4,34.03560256958008,-117.5915298461914
149,4,34.179641723632805,-117.77430725097656
150,4,34.165782928466804,-118.39979553222656
151,4,34.18576812744141,-118.38832092285156
152,4,34.199825286865234,-118.4476089477539
153,4,34.136001586914055,-118.88863372802734
154,4,34.136192321777344,-118.26093292236328
155,4,34.194488525390625,-118.13825988769531
156,4,33.87422561645508,-117.99337005615234
157,4,34.01131057739258,-118.46976470947266
158,4,33.97646331787109,-118.45526885986328
159,4,34.10802459716797,-118.45696258544922
160,4,34.137413024902344,-118.20760345458984
161,4,34.070411682128906,-118.35041046142578
162,4,34.099910736083984,-118.32691192626952
163,4,34.06573867797852,-118.43502807617188
164,5,36.13172149658203,-115.16838073730469
165,5,36.1118392944336,-115.211669921875
166,5,36.06171798706055,-115.0580596923828
167,5,36.0747184753418,-114.9853057861328
168,10,35.18098831176758,-106.59362030029295
169,10,35.151668548583984,-106.57494354248048
170,10,35.13779830932617,-106.64253997802734
171,-1,34.58702850341797,-112.42903900146484
172,7,32.094982147216804,-110.76543426513672
173,7,32.24670791625977,-110.94865417480469
174,7,32.194568634033196,-111.0149917602539
175,7,32.27132797241211,-110.99371337890624
176,6,33.393985748291016,-111.9329071044922
177,6,33.56429672241211,-111.89588165283205
178,6,33.50595474243164,-111.98538970947266
179,-1,39.19568252563477,-111.67024993896484
180,8,40.318660736083984,-111.57695770263672
181,8,40.65889358520508,-111.921630859375
182,8,40.65803527832031,-111.88444519042969
183,8,40.70675277709961,-111.85565948486328
184,8,40.88491821289063,-111.93224334716795
185,8,40.60281753540039,-112.0376205444336
186,8,40.287742614746094,-111.72792053222656
187,8,40.41030883789063,-111.87630462646484
188,8,41.026668548583984,-111.9505615234375
189,-1,39.07184982299805,-108.54713439941406
190,-1,38.554832458496094,-106.0660400390625
191,9,38.36004257202149,-104.77320098876952
192,9,38.878231048583984,-104.82701873779295
193,9,40.64685440063477,-105.0295181274414
194,9,40.16483688354492,-105.10317993164062
195,9,39.7188720703125,-105.23534393310548
196,9,39.97322082519531,-105.2092742919922
197,9,39.69529342651367,-105.0355987548828
198,9,39.75190734863281,-104.99763488769531
199,9,39.64593505859375,-105.01136779785156
200,9,39.890663146972656,-105.1137237548828
201,31,30.38798713684082,-97.70684814453124
202,31,30.206850051879893,-97.79737854003906
203,31,30.17680931091309,-97.72586059570312
204,31,30.19024658203125,-97.9569091796875
205,31,30.269121170043945,-97.86881256103516
206,31,30.503910064697266,-97.82418060302734
207,31,30.07851409912109,-97.8380126953125
208,-1,26.21581649780273,-98.23959350585938
209,31,29.4239444732666,-98.48641967773438
210,30,29.73481369018555,-95.41609954833984
211,30,29.712099075317386,-95.4809341430664
212,30,29.744081497192386,-95.48797607421876
213,30,29.77154541015625,-95.41107940673828
214,31,31.010372161865234,-97.74151611328124
215,-1,33.52057266235352,-97.95612335205078
216,28,32.78110122680664,-97.35458374023438
217,28,32.78493118286133,-97.09991455078124
218,28,33.65206527709961,-96.70026397705078
219,28,32.948917388916016,-96.709716796875
220,28,33.03156280517578,-96.67316436767578
221,32,29.937353134155273,-90.06964874267578
222,32,29.92392921447754,-90.10248565673828
223,24,38.92218780517578,-94.70458984375
224,-1,39.02037048339844,-92.2965316772461
225,24,39.08913803100586,-94.53853607177734
226,24,39.03597259521485,-94.5951919555664
227,24,39.08489608764648,-94.5864715576172
228,24,39.17385482788086,-94.31356048583984
229,13,41.880313873291016,-87.687744140625
230,13,41.81267929077149,-87.65693664550781
231,13,41.97985076904297,-88.08963012695312
232,13,41.87834167480469,-88.34207153320312
233,13,42.1063232421875,-88.06433868408203
234,13,42.07519912719727,-87.82102966308594
235,-1,43.99424743652344,-91.6254425048828
236,11,45.10640335083008,-93.49703216552734
237,11,44.953895568847656,-93.16444396972656
238,11,45.41003036499024,-93.3869857788086
239,-1,44.322662353515625,-89.13150024414062
240,12,43.03605270385742,-89.38688659667969
241,-1,41.02420043945313,-91.92754364013672
242,14,42.22183609008789,-84.39662170410156
243,14,42.5923957824707,-83.50636291503906
244,14,42.37478637695313,-83.07772064208984
245,14,42.26134872436523,-83.8464584350586
246,-1,39.77413940429688,-86.10919952392578
247,16,39.629337310791016,-84.27597045898438
248,16,39.16637802124024,-84.23030853271484
249,-1,41.52024841308594,-81.67861938476562
250,16,39.98656463623047,-83.04319763183594
251,16,39.88011169433594,-83.42857360839844
252,16,40.09746170043945,-83.15020751953125
253,-1,35.12040328979492,-85.40782928466797
254,-1,36.0519905090332,-86.63285827636719
255,25,28.29875373840332,-81.34347534179688
256,25,28.087705612182607,-82.7611312866211
257,25,28.391420364379893,-82.66278076171875
258,25,28.24055480957031,-82.74435424804688
259,25,27.400991439819336,-82.52794647216797
260,26,26.625036239624023,-82.0235824584961
261,26,26.73860740661621,-81.84477996826172
262,25,28.035978317260746,-81.8996353149414
263,25,27.66267967224121,-82.72240447998047
264,25,28.00982666015625,-82.54779052734375
265,25,27.93537139892578,-82.37869262695312
266,27,26.343902587890625,-80.08273315429688
267,27,26.71455955505371,-80.09581756591797
268,27,26.7159366607666,-80.07040405273438
269,27,26.29816627502441,-80.18209838867188
270,-1,25.48514747619629,-80.51087951660156
271,25,28.48806953430176,-81.40721130371094
272,25,28.45370483398437,-81.47237396240234
273,25,28.62409210205078,-81.43085479736328
274,25,29.00337219238281,-81.36858367919922
275,25,28.662487030029297,-81.41160583496094
276,25,28.883729934692386,-81.32528686523438
277,25,28.665624618530273,-81.37035369873047
278,-1,29.648969650268555,-82.32494354248047
279,25,29.23558807373047,-81.06397247314453
280,23,33.849517822265625,-84.36396789550781
281,23,33.75326919555664,-84.38993835449219
282,23,33.85409545898437,-84.21615600585938
283,23,34.079086303710945,-84.30520629882812
284,22,34.88682174682617,-82.15514373779297
285,22,34.89799118041992,-82.25801086425781
286,-1,33.66243362426758,-79.03271484375
287,-1,32.856250762939446,-79.98199462890625
288,-1,33.98248672485352,-81.02810668945312
289,22,35.594539642333984,-82.55797576904297
290,22,35.741241455078125,-82.51554870605469
291,22,35.51742172241211,-82.37804412841797
292,21,35.16874313354492,-80.90836334228516
293,21,35.565696716308594,-80.8983383178711
294,21,35.57540512084961,-80.77491760253906
295,21,35.06604385375977,-80.50908660888672
296,21,35.48064422607422,-80.7926025390625
297,-1,35.65729522705078,-77.37918853759766
298,21,35.866512298583984,-78.54131317138672
299,21,35.822914123535156,-78.56206512451172
300,21,35.66463851928711,-78.65249633789062
301,21,35.85787582397461,-78.8276596069336
302,21,35.90619659423828,-79.15485382080078
303,21,35.801979064941406,-78.80257415771484
304,21,36.06914520263672,-79.7651596069336
305,21,36.089805603027344,-80.45668029785156
306,19,37.14781188964844,-76.54303741455078
307,19,36.76228713989258,-76.2116470336914
308,18,37.53976821899414,-77.43553161621094
309,-1,38.4075927734375,-78.29529571533203
335,15,40.27632141113281,-80.17166137695312
336,15,40.43809127807617,-80.09909057617188
337,20,42.13163375854492,-76.8718490600586
338,20,42.43216323852539,-76.49703979492188
339,20,42.98669815063477,-77.43435668945312
340,20,43.233970642089844,-77.31462860107422
341,20,43.32758331298828,-77.93230438232422
342,20,42.98448181152344,-78.72276306152344
343,20,42.81937026977539,-78.8309555053711
344,20,42.30180740356445,-75.4797592163086
345,20,43.452003479003906,-75.3554458618164
346,20,43.15308380126953,-76.21240234375
347,20,43.10195541381836,-76.03791809082031
348,20,43.08161544799805,-75.76602172851562
416,-1,44.35190963745117,-69.74761199951172
0,17,39.49241256713867,-76.67444610595703
1,35,40.88972091674805,-73.94197845458984
2,33,39.05753707885742,-77.39200592041016
3,17,42.47547912597656,-72.61540222167969
4,17,42.60543823242188,-72.29207611083984
5,17,38.68600463867188,-75.08667755126953
6,33,38.86502456665039,-77.19712829589844
7,17,39.62714385986328,-75.85989379882812
8,33,39.35488510131836,-77.37590026855469
9,17,39.4791374206543,-77.44298553466797
10,33,39.272857666015625,-76.74774169921875
11,33,39.09030532836914,-76.62126159667969
12,33,39.204097747802734,-76.74935913085938
13,33,39.17311477661133,-76.84202575683594
14,33,39.255836486816406,-76.8014907836914
15,17,39.43662643432617,-76.28975677490234
16,33,38.898887634277344,-77.05545806884766
17,33,38.9525146484375,-77.02298736572266
18,33,38.91914367675781,-77.03738403320312
19,17,39.75778579711914,-75.5009536743164
20,17,39.61819839477539,-75.72972106933594
21,17,40.42517471313477,-75.99267578125
22,34,39.97774505615234,-75.1458969116211
23,34,40.20587539672852,-74.81782531738281
24,34,40.14081573486328,-74.85404205322266
25,34,40.18044662475586,-74.9124526977539
26,17,41.2304916381836,-75.75743865966797
27,17,40.82963943481445,-75.69837188720703
28,17,40.59158325195313,-75.30435180664062
29,17,40.0742416381836,-76.31491088867188
30,17,40.04193115234375,-76.0971450805664
31,17,43.3409538269043,-73.6859130859375
32,17,41.92488479614258,-73.86366271972656
33,17,41.5395736694336,-74.05722045898438
34,17,41.65792465209961,-74.10150146484375
35,17,41.92272186279297,-74.20281219482422
36,17,42.71878433227539,-73.82923889160156
37,17,42.672767639160156,-73.63357543945312
38,17,42.62783432006836,-73.71784210205078
39,17,42.3447265625,-73.56712341308594
40,35,40.85292434692383,-73.21125793457031
41,35,40.81295776367188,-73.11448669433594
42,35,40.91360473632813,-73.04638671875
43,35,40.9392204284668,-73.01866912841797
44,35,40.68901062011719,-73.37332916259766
45,35,40.80676651000977,-73.17092895507812
46,35,40.72253799438477,-73.25218200683594
47,35,40.6053581237793,-73.6490478515625
48,35,40.74755859375,-73.9389419555664
49,35,41.09009552001953,-73.84101104736328
50,35,40.90544891357422,-73.83525085449219
51,35,40.81061935424805,-73.88447570800781
52,35,40.88067626953125,-73.90653991699219
53,35,40.755332946777344,-73.9931411743164
54,35,40.74522018432617,-73.9782943725586
55,34,40.46641159057617,-74.27862548828125
56,34,40.39278793334961,-74.33039855957031
57,34,40.38822555541992,-74.54952239990234
58,34,40.62279510498047,-74.88632202148438
59,34,40.0085334777832,-74.22177124023438
60,34,39.86566925048828,-74.25886535644531
61,34,40.07706832885742,-74.1985092163086
62,34,40.37002182006836,-74.91016387939453
63,17,39.34156036376953,-74.48086547851562
64,17,39.38839340209961,-74.6207275390625
65,17,39.48287582397461,-74.45214080810547
66,34,39.97189331054688,-75.05787658691406
67,34,39.71609497070313,-75.21926879882812
68,34,39.931976318359375,-75.02755737304688
69,34,40.76017379760742,-74.41918182373047
70,35,40.91719055175781,-74.55474090576172
71,34,40.39630126953125,-74.11527252197266
72,34,40.1495361328125,-74.20398712158203
73,34,40.22579193115234,-74.28578186035156
74,34,40.28235244750977,-74.34656524658203
75,34,40.168907165527344,-74.07322692871094
76,34,40.3619384765625,-74.03877258300781
77,35,41.03102111816406,-74.2405014038086
78,35,40.88250732421875,-74.30459594726562
79,35,41.13823318481445,-73.40152740478516
80,35,41.37428283691406,-73.45761108398438
81,35,41.36977767944336,-73.3895034790039
82,35,41.17161560058594,-73.13215637207031
83,35,41.267860412597656,-73.21369171142578
84,35,41.20922088623047,-73.16465759277344
85,35,41.458656311035156,-72.80451965332031
86,35,41.61417007446289,-72.86992645263672
87,35,41.21892166137695,-73.05245208740234
88,35,41.28509521484375,-72.79351806640625
89,17,41.470970153808594,-71.87252807617188
90,17,41.97347640991211,-72.0141372680664
91,35,41.76342010498047,-72.72721099853516
92,35,41.68157958984375,-72.94075012207031
93,17,41.84492874145508,-72.74095153808594
94,17,43.7731819152832,-72.9058609008789
95,17,44.42916488647461,-73.0963134765625
96,17,44.921329498291016,-73.12539672851562
97,17,42.958717346191406,-73.26075744628906
98,17,43.31171798706055,-71.6653823852539
99,36,41.7673454284668,-71.46550750732422
100,36,41.906288146972656,-71.52381134033203
101,36,41.82119369506836,-71.45337677001953
102,36,41.7476692199707,-71.40612030029297
103,36,41.70384979248047,-71.45556640625
104,36,41.87056350708008,-71.38867950439453
105,36,41.64291763305664,-71.4857177734375
106,36,41.75816345214844,-71.21417999267578
107,36,41.83979797363281,-71.31804656982422
108,36,41.66099548339844,-70.94013977050781
109,36,41.76010513305664,-70.97276306152344
110,17,41.62798309326172,-70.39201354980469
111,17,41.62405395507813,-70.43939971923828
112,17,41.45864486694336,-70.61251831054688
113,17,41.787208557128906,-70.52671813964844
114,36,42.4156379699707,-71.17566680908203
115,36,42.4570541381836,-71.21546173095703
116,36,42.0216178894043,-71.02671813964844
117,36,42.06780242919922,-70.80570983886719
118,36,42.122955322265625,-70.85630798339844
119,36,42.2061882019043,-71.0023193359375
120,36,42.42937850952149,-71.05870819091797
121,36,42.39215850830078,-71.13399505615234
122,36,42.35057830810547,-71.07640075683594
123,36,42.0766830444336,-71.4744873046875
124,36,42.57066345214844,-70.86758422851562
125,36,42.75132751464844,-71.09442138671875
126,36,42.59078979492188,-71.35517883300781
127,36,42.64804458618164,-71.16175079345703
128,36,42.50322723388672,-71.20171356201172
129,36,42.48870468139648,-71.15438079833984
130,36,42.38336563110352,-71.42106628417969
131,36,42.15869140625,-71.52141571044922
132,36,42.38907241821289,-71.54586029052734
133,36,42.46290969848633,-71.36449432373047
134,36,42.257755279541016,-71.47352600097656
135,36,42.26197814941406,-71.80146026611328
136,36,42.25348663330078,-71.76792907714844
137,36,42.26842498779297,-71.61331176757812
138,36,42.19224548339844,-71.77764892578125
139,36,42.51996612548828,-71.76332092285156
140,36,42.56466293334961,-71.56729888916016
141,17,42.67161560058594,-73.24697875976562
142,17,42.37992477416992,-72.60404205322266
143,17,42.36403274536133,-72.45875549316406
